author,note,title,comment,word_count,top_comments
Chabousse,8,Sherlock Holmes Détective Conseil : les meurtres de la Tamise & autres enquêtes,"SHDC est un beau jeu aux règles simples qui ravira les amateurs d'enquêtes et de déduction.La carte de Londres permet de localiser les évènements et les lieux d'habitation des protagonistes.Un joueur lit à haute voix la situation à résoudre et les joueurs choisissent, à l'aide de l'annuaire et du journal du jour (dont 90% des infos sont inutiles) la piste qu'ils vont explorer. Une fois le lieu choisi, le lecteur se reporte au chapitre correspondant dans le livre-enquête et expose de nouveaux éléments pour compléter le puzzle.Les joueurs arrétent quand il pensent avoir résolu l'enquête et marquent des points en fonction de leur niveau de compréhension de celle-ci (via un questionnaire) et du nombre de pistes suivies (souvent entré 5 et 10). Ils comparent ensuite leur score avec le meilleur score, celui de Sherlock Holmes.SHDC fonctionne très bien, peut se pratiquer seul ou à plusieurs. Les discussions sont longues, tellement les fausses pistes sont nombreuses. Un très bon jeu pour les amateurs de déduction narrative,, il demande un attention très forte.Not my cup of tea though.",176,"[[598, 'madbubble', ['londre', 'endormir', 'brume', 'tamise', 'fiacr', 'dépasser', 'tandis', 'parcourion', 'rue', 'montr', 'main', 'falloir', 'plus', 'minute', 'remonter', 'rue', 'embarcadèr', 'lieu', 'crim', 'watson', 'frissonner', 'manteau', 'neuf', 'où', 'drood', 'princip', 'jeu', 'celui', 'livre', 'héro', 'différenc', 'ci', 'choix', 'joueur', 'plus', 'nombreux', 'astucieux', 'jeu', 'indication', 'carte', 'paragraphe', 'numéroté', 'annuaire', 'indice', 'presse', 'situation', 'départ', 'joueur', 'mener', 'enquête', 'essayant', 'rivaliser', 'sherlock', 'holme', 'éditeur', 'voudraient', 'faire', 'argent', 'jeu', 'possible', 'partir', 'enquête', 'docteur', 'hous', 'actualisation', 'figurer', 'sherlock', 'enquêter', 'loin', 'être', 'faciler', 'faux', 'piste', 'crédible', 'autant', 'plus', 'faux', 'piste', 'apporter', 'point', 'bonus', 'si', 'résolvez', 'pouvoir', 'avoir', 'qualiter', 'enquêter', 'jeu', 'très', 'surprenant', 'falloir', 'rester', 'esprit', 'ouvert', 'savoir', 'remettre', 'question', 'apprentissage', 'réaliser', 'lors', 'party', 'ultérieur', 'cependant', 'habitude', 'roman', 'policier', 'pouvoir', 'faciliter', 'tâche', 'parfois', 'apprécier', 'toujours', 'jeu', 'mettre', 'place', 'système', 'négociation', 'dialogu', 'joueur', 'ici', 'discut', 'fouille', 'interprèt', 'élabore', 'choisir', 'regrett', 'avoir', 'écarter', 'tel', 'pist', 'argumentation', 'joueur', 'réel', 'délic', 'surtout', 'finir', 'faire', 'oublier', 'objectif', 'jeu', 'tant', 'pouvoir', 'prendre', 'plaisir', 'tout', 'faire', 'mieux', 'sherlock', 'toujours', 'gratifier', 'plaisir', 'quand', 'là', 'si', 'complétement', 'égarer', 'alors', 'heure', 'poser', 'ouvrir', 'bière', 'belge', 'allumer', 'pipe', 'revenir', 'manière', 'choix', 'construire', 'raison', 'faire', 'suivre', 'tel', 'avis', 'plutôt', 'savoir', 'tel', 'autre', 'leçon', 'apprise', 'fonctionnement', 'groupe', 'enquêteur', 'quid', 'intuition', 'comment', 'argumenter', 'peu', 'limite', 'jeu', 'rôle', 'maitr', 'jeu', 'alors', 'aller', 'mettre', 'ambiance', 'tamiser', 'lumière', 'trouver', 'bibelot', 'décorer', 'table', 'emprunter', 'caraf', 'verser', 'sherry', 'déguiser', 'inventer', 'personnage', 'développer', 'gestuel', 'écrire', 'plum', 'élémentaire', 'ailleurs', 'enquêter', 'pouvoir', 'faire', 'excellent', 'scénario', 'appel', 'cthulhu', 'gasligth', 'chill', 'maléfice', 'gurp', 'simulacr', 'maître', 'jeu', 'tout', 'faire', 'jouer', 'tabl', 'pnj', 'journal', 'carte', 'limite', 'jeu', 'pouvoir', 'être', 'acheter', 'servir', 'campagne', 'jeu', 'rôle']], [791, 'Mirage', ['grand', 'amatrice', 'roman', 'policier', 'série', 'genr', 'jeu', 'vidéo', 'aventure', 'convaincre', 'bien', 'tester', 'jeu', 'plairai', 'déçue', 'plaisir', 'enquêter', 'démêler', 'intrigu', 'plus', 'petit', 'détail', 'bien', 'là', 'aventure', 'préférer', 'laissera', 'indifférent', 'plus', 'jeu', 'très', 'facile', 'sortir', 'soirée', 'famille', 'ami', 'régler', 'compliqué', 'expliquer', 'tout', 'monde', 'peu', 'participer', 'envie', 'attention', 'laisser', 'personn', 'côté', 'avoir', 'toujours', 'très', 'bien', 'fonctionner', 'prévoir', 'bien', 'soirée', 'pouvoir', 'facilement', 'passer', 'heure', 'enquête', 'peu', 'idée', 'nombreux', 'envie', 'comprendre', 'là', 'bref', 'bonheur', 'boîte', 'amateur', 'enquête']], [866, 'Ouistoto', ['jeu', 'ambiance', 'aimer', 'lecture', 'sherlock', 'holme', 'faire', 'tout', 'enquête', 'classeur', 'base', 'extension', 'également', 'souvent', 'dur', 'plaisir', 'trouver', 'coupable', 'écrier', 'équipe', 'bien', 'sûr', 'retrouver', 'confronté', 'moriarty', 'piste', 'multiple', 'lieux', 'indic', 'médecin', 'légiste', 'bibliothécaire', 'tavernier', 'scotland', 'yard', 'coupure', 'journal', 'annuair', 'téléphonique', 'plan', 'londre', 'prendre', 'note', 'passer', 'loupe', 'lieu', 'crim', 'interroger', 'personnage', 'style', 'littéraire', 'excellent', 'niveau', 'indice', 'saupoudrer', 'très', 'finement', 'sein', 'paragraphe', 'plus', 'détectiv', 'conseil', 'rare', 'jeu', 'pouvoir', 'jouer', 'solo', 'agir', 'casser', 'têt', 'bref', 'jamais', 'vendre', 'trop', 'précieux']], [878, 'Emmanuel.G', ['bien', 'alors', 'voila', 'petit', 'mot', 'grand', 'édition', 'vraiment', 'dire', 'jeu', 'parfaire', 'os', 'sortir', 'investir', 'jdr', 'oui', 'avouer', 'peur', 'acheter', 'jeu', 'vieux', 'rolist', 'âm', 'plupart', 'ami', 'aussi', 'passer', 'temps', 'enquêter', 'différent', 'jeu', 'rôl', 'citerai', 'ici', 'alors', 'oui', 'peu', 'peur', 'retrouver', 'face', 'jeu', 'simpliste', 'bah', 'alors', 'là', 'tout', 'gros', 'avantage', 'peux', 'faire', 'jouer', 'femme', 'voisin', 'pèr', 'jeu', 'alors', 'jdr', 'moins', 'quand', 'dit', 'empêcher', 'comme', 'risque', 'faire', 'vivre', 'partie', 'solo', 'devenir', 'maitr', 'jeu', 'scenario', 'ami', 'avouer', 'reste', 'mj', 'tout']], [659, 'dje03', ['dire', 'plus', 'autre', 'bon', 'tête', 'pouic', 'rien', 'penser', 'juste', 'jeu', 'année', 'pouvoir', 'jouer', 'lit', 'argument', 'pouvoir', 'découper', 'partie', 'deux', 'soirée', 'coup', 'avoir', 'tout', 'journée', 'réfléchir', 'difficulter', 'jeu', 'très', 'différent', 'suivre', 'affaire', 'creux', 'piste', 'cherche', 'battr', 'autiste', 'droguer', 'petit', 'défaut', 'juste', 'histoire', 'mettre', 'face', 'livre', 'parfois', 'avoir', 'envier', 'sortir', 'flingue', 'menacer', 'témoin', 'dire', 'où', 'fumier', 'caniveau', 'hier', 'soir', 'aller', 'répondre', 'cabochard', 'mécréer', 'hein']]]"
Gigi,8,Quoridor Pocket,"Le principe de ce jeu est hyper simple comme la plupart des bons jeux d'ailleurs.Le dilemne est permanent entre décider de faire progresser son pion ou tenter de bloquer son adversaire.Il n'y a pas de solution miracle et le suspens est bien entretenu tout au long de la partie.Un jeu intéressant à plus d'un titre donc et de plus accessible à tous : les adultes autant que les plus jeunes prendront plaisir à y jouer.On pourrait même imaginer une variante pour ce jeu qui donnerait la possibilité pour le joueur de déplaçer des murs ou encore de carrément les détruire !(explosion d'une bombe)Bon, je sais, c'est pas sérieux tout ça mais le jeu y gagnerait en surprises et rebondissements. Il est vrai qu'en contrepartie, la part du hasard serait plus importante.",131,"[[1178, 'MonsieurDe', ['tout', 'astuce', 'quoridor', 'parvenir', 'être', 'prendre', 'propre', 'piège', 'orienter', 'déplacement', 'adversair', 'positionnement', 'pion', 'surtout', 'barrière', 'faire', 'prendre', 'détour', 'bon', 'moment', 'tout', 'éviter', 'piège', 'anticiper', 'blocage', 'progresser', 'sortie', 'trop', 'vite', 'façon', 'trop', 'évident', 'moins', 'veuill', 'délibérément', 'faire', 'dépenser', 'barrière', 'adversair', 'jeu', 'règle', 'extrêmement', 'simple', 'regorger', 'possibilité', 'tactique', 'jeu', 'bluff', 'bien', 'présent', 'plus', 'important', 'anticiper', 'coup', 'adversair', 'bien', 'souvent', 'influencer', 'position', 'propre', 'pion', 'plateau', 'jeu', 'rapide', 'party', 'enchaîner', 'rythm', 'soutenir', 'jeu', 'difficile', 'sortir', 'madamed', 'apprécie', 'jeu', 'agressif', 'voir', 'blocage', 'quoridor', 'véritable', 'agression', 'aussi', 'difficile', 'ranger', 'placard', 'fois', 'sortir', 'tant', 'provoqu', 'envier', 'refair', 'autre', 'etc', 'instant', 'pratiquer', 'quoridor', 'joueur', 'dernier', 'partie', 'avoir', 'laisser', 'tellement', 'bon', 'souvenir', 'envie', 'chose', 'rejouer', 'gigamic', 'préférer', 'nbr', 'party', 'jouer']], [986, 'Cebru', ['mouai', 'bien', 'quoridor', 'sympathique', 'classe', 'top', 'jeu', 'gigamic', 'quarto', 'quixo', 'pylo', 'stratégie', 'assez', 'simpliste', 'deux', 'joueur', 'moins', 'jouer', 'mur', 'cas', 'nécessité', 'absolu', 'afin', 'conserver', 'plus', 'possible', 'fin', 'partie', 'gagner', 'souvent', 'dernier', 'joueur', 'pouvoir', 'poser', 'essayer', 'obliger', 'adversaire', 'rebrousser', 'chemin', 'couloir', 'façon', 'contraindre', 'suivre', 'empêcher', 'obstruer', 'passage', 'pion', 'reste', 'affaire', 'coup', 'tactique', 'tout', 'faire', 'évident', 'quatre', 'jeu', 'plus', 'si', 'envisager', 'acheter', 'préférer', 'version', 'delux', 'cm', 'version', 'classic', 'cm', 'jouabilité', 'nettement', 'supérieur', 'surcoût', 'raisonnable', 'euro', 'jeu', 'tellement', 'plus', 'esthétique', 'grand', 'format']], [166, 'Karadoc', ['devoir', 'avancer', 'gagner', 'course', 'poser', 'mur', 'ralentir', 'adversaire', 'aussi', 'simple', 'mur', 'pouvoir', 'aider', 'aller', 'plus', 'vite', 'avancer', 'trop', 'vite', 'pouvoir', 'mettre', 'inextricable', 'cul', 'sac', 'hé', 'oui', 'mur', 'servir', 'protéger', 'garantir', 'chemin', 'praticable', 'régler', 'très', 'bien', 'doser', 'limitation', 'nombre', 'mur', 'clef', 'majeur', 'si', 'jeu', 'pouvoir', 'paraître', 'plus', 'plus', 'deux', 'joueur', 'version', 'duel', 'plus', 'intéressant', 'avis', 'définitivement', 'jeu', 'fourbe', 'éventuellement', 'cruel', 'aussi', 'révélateur', 'instinct', 'conservation', 'supertendu', 'gamm', 'jeu', 'astucieux', 'rapide', 'faire', 'rejouer', 'rerejouer', 'moment']], [963, 'maksen', ['ben', 'oui', 'précipiter', 'avancer', 'chti', 'piounet', 'faire', 'kilomètre', 'chtite', 'barrière', 'avance', 'énerver', 'oui', 'si', 'prendre', 'temps', 'poser', 'aussi', 'barrière', 'alors', 'vilain', 'adversair', 'aller', 'profiter', 'avancer', 'sournoisement', 'temps', 'heureusement', 'avance', 'pouvoir', 'poser', 'barrière', 'empêcher', 'avancer', 'avance', 'quand', 'plus', 'beaucoup', 'barrière', 'avoir', 'plus', 'craindre', 'oui', 'cas', 'plus', 'arrivée', 'si', 'pose', 'barrière', 'prochain', 'coup', 'alors', 'temps', 'bref', 'bon', 'jeu']], [890, 'bilbo', ['aimer', 'quoridor', 'soir', 'fond', 'boi', 'aimer', 'quoridor', 'soir', 'fond', 'boistrès', 'simple', 'apparence', 'tactique', 'toutefois', 'plateau', 'avener', 'très', 'agréable', 'œilet', 'recevoir', 'toujours', 'formidable', 'accueil', 'oui', 'oui', 'oui', 'ouij', 'aimer', 'aimer', 'jeu', 'làce', 'pion', 'mur', 'faire', 'aimer', 'quoridor', 'soir', 'fond', 'boisqu', 'fois', 'près', 'boire', 'face', 'mur', 'sourire', 'bloquer', 'plus', 'souvent', 'croire', 'gagner', 'placement', 'tactiquecontrer', 'traîtris', 'plus', 'problématique', 'oui', 'oui', 'oui', 'ouij', 'aimer', 'aimer', 'jeu', 'làce', 'pion', 'mur', 'faire', 'aimer', 'quoridor', 'soir', 'fond', 'boi']]]"
madbubble,8,Mice and Mystics,"Vous savez quoi ? Toutes les critiques ont raison, celles qui encensent le jeu comme celles qui détruisent. Ben oui, c'est vraiment un jeu à la limite du jeu de rôle, ce qui, pour moi, sous-entend une certaine dose de bricolage avec les règles au profit de la narration. \nCertainement, ce n'est pas un jeu très tactique avec les combos de la mort parce que on a percé la logique du jeu. Certainement, les règles sont à la fois simples et plutôt mal organisées, etc.... mais le jeu vous permet d'incarner des souris, de jouer à l'échelle des souris, de suivre les étapes d'une légende, d'améliorer votre personnage, et surtout il génère toute une gamme d'émotion liée aux jets de dés. Finalement, la limite entre une action ""ridicule"" et une action héroïque, qui laisseront des souvenirs, tient à la chance, à ce bon vieux jet de dés qui sauve ou empire une situation. \nLe bricolage avec les règles, c'est plutôt fun. Les points obscures, peu logiques, etc .... sont des occasions pour discuter et trouver une solution collective, en ce sens le jeu est plus démocratique qu'un jeu, certes aux petits oignons, mais qui vous impose totalement ses règles. \nLes conditions pour une partie agréable ne sont pas dans la boîte, peut-être revêtir son âme d'âme d'enfant, se lancer à l'aventure, grignoter des dés de cheddar, se chambrer et s'émerveiller ... sinon Dark Soul pourrait plus vous plaire ?",239,"[[131, 'Ominae', ['mitiger', 'bien', 'mot', 'venir', 'esprit', 'quand', 'joue', 'mice', 'and', 'mystic', 'attendre', 'ième', 'partie', 'donner', 'avis', 'jeu', 'tellement', 'difficile', 'prononcer', 'lors', 'premier', 'party', 'jeu', 'beau', 'livre', 'régler', 'bien', 'illustrer', 'parer', 'clair', 'lire', 'parer', 'seulement', 'plateau', 'bien', 'concevoir', 'principe', 'zombicid', 'figurine', 'souris', 'autre', 'insecte', 'illustration', 'carte', 'vraiment', 'bien', 'esprit', 'jeu', 'attirer', 'directement', 'oeil', 'enfant', 'dire', 'dessu', 'principe', 'jeu', 'simple', 'joueur', 'pouvoir', 'tour', 'effectuer', 'joueur', 'jour', 'ennemi', 'tour', 'jeu', 'pouvoir', 'déplacer', 'attaquer', 'possible', 'souris', 'but', 'commun', 'général', 'finir', 'dungeon', 'joueur', 'action', 'possible', 'action', 'déplacer', 'action', 'choix', 'déplacer', 'combattre', 'fouiller', 'récupérer', 'exploreraction', 'facultatif', 'choix', 'équiper', 'échanger', 'objet', 'monter', 'parer', 'simple', 'premier', 'abord', 'justement', 'là', 'mitiger', 'avis', 'intervenir', 'lors', 'tout', 'party', 'passer', 'temps', 'fou', 'lire', 'relire', 'vérifier', 'point', 'règle', 'coup', 'jeu', 'pouvoir', 'être', 'simple', 'fluide', 'rapide', 'surtout', 'quand', 'joue', 'enfant', 'transformer', 'jeu', 'interrompre', 'cesse', 'imaginer', 'donne', 'lorsque', 'joue', 'enfant', 'interrompt', 'partie', 'tout', 'minute', 'dire', 'non', 'attend', 'croire', 'falloir', 'faire', 'enfin', 'peux', 'attendre', 'vérifier', 'partie', 'pouvoir', 'durer', 'prendre', 'généralement', 'enfant', 'impatientent', 'effet', 'régler', 'très', 'mal', 'conçue', 'organisation', 'aussi', 'détail', 'livret', 'toujours', 'précis', 'avoir', 'mal', 'chercher', 'forum', 'tric', 'trac', 'ainsi', 'divers', 'faq', 'mémo', 'jeu', 'peux', 'dire', 'seul', 'poser', 'tas', 'question', 'lors', 'party', 'mice', 'and', 'mystic', 'alors', 'évidemment', 'enchaîner', 'party', 'pouvoir', 'rétorquer', 'fois', 'cap', 'passer', 'compréhension', 'règle', 'jeu', 'fluide', 'prendre', 'croire', 'avancer', 'comme', 'jouon', 'deux', 'partie', 'mois', 'maximum', 'saturer', 'enfant', 'prendre', 'temps', 'aussi', 'joue', 'nombreux', 'jeu', 'falloir', 'trouver', 'temps', 'remettre', 'mice', 'and', 'mystic', 'enfant', 'bref', 'compris', 'trouver', 'mice', 'and', 'mystic', 'magnifique', 'règle', 'hauteur', 'jeu', 'livret', 'régler', 'pouvoir', 'pouvoir', 'être', 'sauver', 'joueur', 'imprimer', 'faq', 'mémo', 'jeu', 'etc', 'final', 'sort', 'tellement', 'faq', 'long', 'mémo', 'différent', 'plus', 'univer', 'prendre', 'bien', 'figurine', 'plaire', 'enfant', 'principe', 'si', 'effacer', 'tout', 'problème', 'point', 'détail', 'lors', 'party', 'simpleles', 'moins', 'règle', 'obscur', 'sombre', 'imprécis', 'passer', 'assez', 'pièce', 'fromage', 'pense', 'coûter', 'plus', 'cher', 'jeu', 'embêt', 'plus', 'premier', 'party', 'pourquoi', 'si', 'peu', 'pièce', 'fromage']], [106, 'easydoor', ['voila', 'jeu', 'beau', 'attendre', 'version', 'vo', 'mettre', 'temps', 'publier', 'avis', 'tant', 'gamin', 'accroc', 'dispute', 'consommateur', 'éclairer', 'si', 'si', 'jeu', 'reste', 'emblématique', 'ambivalence', 'matériel', 'magnifique', 'univer', 'accrocheur', 'promesse', 'mécanique', 'épurer', 'permettre', 'immersion', 'petit', 'jeu', 'rôle', 'light', 'dernier', 'point', 'dèja', 'coince', 'temps', 'jeu', 'servir', 'moteur', 'tantot', 'bien', 'trouver', 'pist', 'initiative', 'avancemer', 'narration', 'chapitre', 'autre', 'toujours', 'aussi', 'rébarbatif', 'rafal', 'jet', 'dé', 'manipulation', 'token', 'avèr', 'peu', 'long', 'tenir', 'promesse', 'emmener', 'familial', 'jeu', 'demander', 'investissemer', 'part', 'moins', 'pseudo', 'maitr', 'jeu', 'couleur', 'annoncer', 'éspérai', 'juste', 'devenir', 'plus', 'fluide', 'fil', 'temps', 'non', 'erreur', 'impardonnable', 'règle', 'bousiller', 'tout', 'effort', 'immersion', 'possible', 'pouvoir', 'être', 'indulgent', 'face', 'petit', 'éditeur', 'localiser', 'aller', 'vite', 'servir', 'perle', 'fan', 'là', 'filosofier', 'plus', 'an', 'travail', 'titan', 'fournir', 'fan', 'tric', 'trac', 'aucun', 'faq', 'boit', 'pléthor', 'cas', 'particulier', 'nécessiter', 'aller', 'retour', 'regle', 'forum', 'bris', 'sérieusement', 'magi', 'réver', 'jeu', 'embarquer', 'rétif', 'peux', 'jouer', 'poilu', 'cote', 'maill', 'rose', 'voir', 'tout', 'seul', 'caleçon', 'prévenir', 'donc', 'si', 'vouloir', 'magie', 'opérer', 'falloir', 'sacrifier', 'surprise', 'coltiner', 'préventif', 'jeu', 'genre', 'partie', 'épluchage', 'régler', 'voir', 'marché', 'actuel', 'là', 'affectif', 'emporter', 'avoir', 'dix', 'an', 'proposer', 'jeu', 'bancal', 'incomplet', 'juste', 'éliminatoire', 'part', 'mastodont', 'secteur', 'pouvoir', 'prendre', 'temps', 'expliquer', 'tout', 'trouve', 'magique', 'gros', 'boite', 'régresse', 'plus', 'import', 'prix']], [185, 'Basile Grimaud', ['schématiser', 'pouvoir', 'dire', 'aimer', 'améritrash', 'si', 'préciser', 'pouvoir', 'dire', 'tout', 'faire', 'mice', 'mystic', 'illustration', 'jeu', 'tellement', 'envie', 'adorer', 'univer', 'original', 'si', 'opportunémer', 'mignon', 'médiéval', 'pouvoir', 'croire', 'propice', 'tout', 'rêverie', 'tout', 'histoire', 'finalement', 'devoir', 'dire', 'coince', 'premier', 'lieu', 'texte', 'jeu', 'aussi', 'narratif', 'traduction', 'fich', 'travers', 'ensuite', 'meilleur', 'préjugé', 'monde', 'devoir', 'bien', 'reconnaître', 'scénarii', 'ébouriffer', 'originalité', 'fin', 'heureusement', 'campagne', 'estomp', 'peu', 'matériel', 'tuile', 'très', 'bel', 'figurine', 'aussi', 'pourquoi', 'aussi', 'peu', 'ennemi', 'différent', 'garder', 'prix', 'bas', 'comprend', 'justesse', 'argument', 'chiffonne', 'moins', 'coup', 'voilà', 'fabriquer', 'propre', 'figurine', 'bos', 'dé', 'car', 'pouvoir', 'aimer', 'thème', 'améritrash', 'aimer', 'dé', 'bon', 'vraiment', 'histoire', 'chipoter', 'gêner', 'tout', 'reprocher', 'jeu', 'moins', 'incohérence', 'scénario', 'thématique', 'part', 'jeu', 'voulai', 'avoir', 'peu', 'décevoir', 'tout', 'trop', 'attendre', 'empêcher', 'jouer', 'amuser', 'plus', 'réfléchi', 'temps', 'autre', 'manière', 'pouvoir', 'améliorer', 'satisfasse', 'davantage', 'ca', 'reste', 'moins', 'excellent', 'jeu', 'personnage', 'histoire', 'réussie', 'matériel', 'magnifique', 'final', 'presque', 'tout', 'attend', 'jeu', 'recommander', 'pourtant', 'chaleureusement']], [93, 'SanglanteNora', ['fan', 'légende', 'gard', 'univer', 'fort', 'attendai', 'vraiment', 'jeu', 'décevoir', 'ouverture', 'boîte', 'tout', 'mignon', 'sombreur', 'propre', 'univer', 'fantasy', 'adhèr', 'complètement', 'donc', 'grand', 'fébrilité', 'entamer', 'lecture', 'règle', 'là', 'commencer', 'tiquer', 'capacité', 'représentation', 'fait', 'peu', 'rendre', 'compte', 'qualité', 'règle', 'solidité', 'avoir', 'besoin', 'initier', 'partie', 'tant', 'maladress', 'avoir', 'déranger', 'substantiel', 'avoir', 'trop', 'étouffé', 'envie', 'jouer', 'alors', 'lancer', 'premier', 'impression', 'rapidement', 'confirmé', 'invitation', 'vivre', 'histoire', 'compagni', 'souris', 'perd', 'vide', 'sentir', 'peu', 'naze', 'non', 'plus', 'emballage', 'fris', 'perfection', 'peine', 'relever', 'système', 'rébarbatif', 'définitif', 'atour', 'affriolant', 'mic', 'and', 'mystic', 'dungeon', 'crawler', 'trop', 'mets', 'non', 'adorable', 'frimousse', 'petit', 'bestiole', 'parce', 'forme', 'assez', 'original']], [163, 'Elniamor', ['grand', 'force', 'univer', 'très', 'immersif', 'épauler', 'matériel', 'très', 'bon', 'qualité', 'illustration', 'figurine', 'surtout', 'narration', 'top', 'aimer', 'beaucoup', 'moment', 'narratif', 'tombent', 'fonction', 'événement', 'lors', 'partie', 'joue', 'grand', 'enfant', 'trentenaire', 'passon', 'foi', 'très', 'bon', 'moment', 'participer', 'mode', 'rol', 'play', 'jeu', 'objectivement', 'dépourvu', 'défaut', 'peu', 'hasard', 'point', 'règle', 'très', 'clair', 'défaut', 'classique', 'jeu', 'coop', 'leader', 'décider', 'tout', 'groupe', 'joueur', 'passer', 'très', 'bien']]]"
