title,nb_avis,notes_moyennes,note_max,note_min,ecart-type,nb_commentaires
Dungeon Petz,150,8.353333333333333,10.0,2.0,1.85521487225125,150
Tous à la ferme,3,6.666666666666667,10.0,2.0,3.39934634239519,3
Empires of the void,1,8.0,8.0,8.0,0.0,1
Neuroshima Hex ! : Steel Police,6,7.833333333333333,10.0,6.0,1.4624940645653537,6
Warhammer - Invasion : Fragments de Pouvoir,1,6.0,6.0,6.0,0.0,1
Konito ?,26,6.115384615384615,10.0,2.0,2.50118315198294,26
Space Hulk Death Angel : Pack Space Marines 1,1,10.0,10.0,10.0,0.0,1
L'Appel de Cthulhu JCE : La Terreur des Marées,1,5.0,5.0,5.0,0.0,1
Rory's Story Cubes - Voyages,7,8.571428571428571,10.0,7.0,1.049781318335648,7
Kalimambo,1,6.0,6.0,6.0,0.0,1
Ristorante Italia,4,6.75,8.0,5.0,1.299038105676658,4
Warhammer - Invasion : L'Aube Naissante,1,8.0,8.0,8.0,0.0,1
Grill Party,1,4.0,4.0,4.0,0.0,1
Santiago De Cuba,71,7.380281690140845,10.0,2.0,1.9309648553931116,71
Des ours et des saumons,5,5.6,7.0,4.0,1.0198039027185568,5
Si J'étais Président,17,5.529411764705882,8.0,1.0,2.003457219520753,17
Fais comme Fanto,1,4.0,4.0,4.0,0.0,1
Jack le Pirate,4,6.5,8.0,5.0,1.5,4
Hawaï : les faveurs de Kampua'a,3,8.666666666666666,10.0,8.0,0.9428090415820634,3
Axis & Allies Air Force Miniatures - Angels 20,2,8.0,8.0,8.0,0.0,2
Band of Brothers: Screaming Eagles,1,10.0,10.0,10.0,0.0,1
Dixit Jinx,45,6.511111111111111,10.0,2.0,1.8453812881801508,45
Horreur à Arkham : La malédiction du Pharaon Noir Edition révisée,28,7.785714285714286,10.0,6.0,1.0809104250301114,28
K2 : Avalanche,2,6.0,6.0,6.0,0.0,2
Ultimate Werewolf With Classic Monsters Expansion,1,8.0,8.0,8.0,0.0,1
Jack Bananas,27,7.481481481481482,10.0,3.0,2.4247240449382086,27
Tous en scène,1,8.0,8.0,8.0,0.0,1
Step by Step,2,5.0,6.0,4.0,1.0,2
Munchkin Quest 2 : Chercher des Noises,1,10.0,10.0,10.0,0.0,1
Joomba !,2,6.0,8.0,4.0,2.0,2
Mil,24,6.666666666666667,10.0,0.0,2.8087165910587863,24
Adventures in the lost lands,1,10.0,10.0,10.0,0.0,1
Rune Age,50,7.9,10.0,2.0,1.7916472867168918,50
Ultimate Werewolf With Night Terrors Expansion,1,8.0,8.0,8.0,0.0,1
Antartik,16,7.125,10.0,2.0,2.5708704751503917,16
Little Devils,2,4.5,5.0,4.0,0.5,2
Munchkin Zombies,9,7.444444444444445,10.0,4.0,1.5713484026367723,9
L'Âge de Pierre : L'extension,34,7.235294117647059,10.0,0.0,2.4260694855648564,34
Ladies & gentlemen,16,8.125,10.0,5.0,1.6909686573085854,16
Tous au potager,1,4.0,4.0,4.0,0.0,1
Lords of Waterdeep,69,8.289855072463768,10.0,2.0,1.720308779794079,69
Texas Zombies,21,6.190476190476191,10.0,2.0,2.2172279479662502,21
Dungeon Fighter,111,7.405405405405405,10.0,0.0,2.3264184992912726,111
Qui est là ?,1,6.0,6.0,6.0,0.0,1
Triple Ha !,2,6.0,10.0,2.0,4.0,2
Yakatapé,1,3.0,3.0,3.0,0.0,1
Zombie in my Pocket,28,6.071428571428571,10.0,2.0,2.186461123573424,28
BattleLore : Géant des Collines,3,7.0,8.0,6.0,0.816496580927726,3
Expedition – Congo river 1884,4,4.0,8.0,2.0,2.449489742783178,4
Warhammer - Invasion : Le Trône Impérial,1,6.0,6.0,6.0,0.0,1
Compte avec les oursons,2,6.5,8.0,5.0,1.5,2
Cache Cache Pirates,3,8.0,8.0,8.0,0.0,3
Agricola : NL Deck,1,10.0,10.0,10.0,0.0,1
Dump,9,10.0,10.0,10.0,0.0,9
Lakota,3,6.333333333333333,8.0,4.0,1.699673171197595,3
Thunderstone : Harruli Promo,3,7.666666666666667,9.0,6.0,1.247219128924647,3
Zombies!!! 8 : Évasion de prison,2,8.0,10.0,6.0,2.0,2
Mount Drago,15,6.266666666666667,9.0,4.0,1.5260697523012796,15
La Bataille de Hoth,3,6.666666666666667,10.0,5.0,2.357022603955158,3
La Maxi Course des Tortues,120,8.325,10.0,4.0,1.5064444895182825,120
Fantômes contre fantômes,114,7.649122807017544,10.0,2.0,1.6961383184884289,114
Sedition Wars,1,8.0,8.0,8.0,0.0,1
Banana Jump,1,10.0,10.0,10.0,0.0,1
Callisto,4,8.5,10.0,6.0,1.6583123951777,4
Melimagic,3,6.666666666666667,10.0,4.0,2.494438257849294,3
Le signe des Anciens,113,6.982300884955753,10.0,0.0,2.353616313288173,113
Chasse aux Marsupilamis !,6,7.333333333333333,8.0,6.0,0.9428090415820634,6
Crapules,1,10.0,10.0,10.0,0.0,1
Noé,150,7.6066666666666665,10.0,2.0,1.6528628362799964,150
Einfach Genial - das Würfelspiel,3,6.333333333333333,8.0,5.0,1.247219128924647,3
Within : Le Diable du New Hampshire,1,6.0,6.0,6.0,0.0,1
"Dungeon Lords - Extension ""La Foire aux Monstres""",10,9.1,10.0,7.0,1.2206555615733703,10
La Ride,3,5.333333333333333,7.0,2.0,2.357022603955158,3
Descendance : Extension L'Auberge,16,7.9375,10.0,2.0,1.8864235340983213,16
Dyami le petit indien,1,6.0,6.0,6.0,0.0,1
Infiltration,20,6.25,9.0,2.0,2.021756661915573,20
Miskatonic School for Girls,2,6.5,7.0,6.0,0.5,2
Zombicide : Walk of the Dead,11,6.363636363636363,10.0,4.0,1.966664332071267,11
"Brunan, l’aventure au comptoir",3,6.333333333333333,10.0,4.0,2.6246692913372702,3
Gearworld : The Borderlands,8,7.25,10.0,0.0,2.947456530637899,8
One Piece - En route pour Grandline !,5,1.6,5.0,0.0,1.7435595774162693,5
cHTeMeLe,3,7.666666666666667,9.0,6.0,1.247219128924647,3
Seasons : Enchanted Kingdom,31,7.161290322580645,10.0,1.0,2.5538936016631593,31
Step Life,1,5.0,5.0,5.0,0.0,1
Ultrium Sphere : Tëra-Nëva Sphere,7,7.142857142857143,10.0,2.0,2.5314350209527645,7
Ultrium Sphere : Sub'Primal Sphere,1,8.0,8.0,8.0,0.0,1
Summoner Wars : Master Set,47,8.76595744680851,10.0,4.0,1.4762339369107795,47
Belfedar,1,8.0,8.0,8.0,0.0,1
Shootin' Ladders : Frag Fest,1,8.0,8.0,8.0,0.0,1
High Noon Saloon,2,9.0,10.0,8.0,1.0,2
Hunting party,1,8.0,8.0,8.0,0.0,1
Dragon Lairds,1,8.0,8.0,8.0,0.0,1
Élisez-moi !,1,2.0,2.0,2.0,0.0,1
The Walking Dead Board Game,1,9.0,9.0,9.0,0.0,1
Warhammer - Invasion : Cité de l'Hiver,1,8.0,8.0,8.0,0.0,1
Zingo !,1,4.0,4.0,4.0,0.0,1
Little Mémo,1,8.0,8.0,8.0,0.0,1
Kill the Hippies,1,6.0,6.0,6.0,0.0,1
La Course à l'Élysée,5,7.6,9.0,6.0,1.0198039027185568,5
RoboTroc,12,7.5,10.0,4.0,2.140872096444188,12
Daldosa,1,6.0,6.0,6.0,0.0,1
Dust Tactics - Édition révisée,15,7.066666666666666,10.0,2.0,3.06521704868604,15
Hawaï,101,8.009900990099009,10.0,2.0,1.8747675737390948,101
Button Up !,60,6.55,10.0,0.0,2.4387496796514396,60
Kleine Fotosafari,1,5.0,5.0,5.0,0.0,1
Talisman : Le Dragon,10,6.9,9.0,2.0,1.8681541692269403,10
Jagdfieber,3,6.666666666666667,8.0,4.0,1.8856180831641267,3
Hello Dolly !,1,8.0,8.0,8.0,0.0,1
Kalifiko,29,7.103448275862069,10.0,4.0,1.6261829134553927,29
Rex : Final Days of an Empire,9,6.444444444444445,10.0,2.0,3.2697642154582582,9
Mondo Sapiens,1,9.0,9.0,9.0,0.0,1
Micro Monsters,1,8.0,8.0,8.0,0.0,1
Yggdrasil : Frigg Promo,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
"Rattus - Extension ""Cartes Promotionnelles Essen Spiel 2011""",2,6.0,6.0,6.0,0.0,2
Yggdrasil : Vidar Promo,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Kingdom of Solomon,4,8.25,9.0,8.0,0.4330127018922193,4
Nile DeLuxor,2,4.0,4.0,4.0,0.0,2
Ghost Stories : Le Dé Infernal,1,7.0,7.0,7.0,0.0,1
Core Worlds,7,8.142857142857142,10.0,7.0,0.989743318610787,7
Eclipse : Supernova,2,6.5,7.0,6.0,0.5,2
Batailles de Westeros : Fraternité Sans Bannière,2,8.0,8.0,8.0,0.0,2
Air Show,2,4.0,4.0,4.0,0.0,2
Blue Lion iPad,82,7.7073170731707314,10.0,4.0,1.735481973387338,82
Best Family,3,6.0,8.0,4.0,1.632993161855452,3
Ces Années-Là,16,7.9375,10.0,4.0,1.7488835724541527,16
Little Balancing,2,7.5,8.0,7.0,0.5,2
Archelino,4,5.5,7.0,3.0,1.5,4
Horreur à Arkham: L'Horreur de Miskatonic,7,7.714285714285714,10.0,4.0,2.050385727772475,7
Cabane-Partie !,3,5.0,8.0,0.0,3.559026084010437,3
Dungeon Twister : Le Pauvre,1,10.0,10.0,10.0,0.0,1
Dungeon Twister : L'Ogre,1,10.0,10.0,10.0,0.0,1
Ali Baba,7,7.428571428571429,10.0,5.0,1.498298354528788,7
Trophy Buck,2,4.0,6.0,2.0,2.0,2
Spectaculum,23,7.826086956521739,10.0,2.0,2.1799915020385523,23
Dungeon Twister : Le Porteur de l'oubli,1,10.0,10.0,10.0,0.0,1
The current number of the beast,1,5.0,5.0,5.0,0.0,1
7 Wonders : Louis Armstrong,18,6.777777777777778,10.0,1.0,2.57240820062005,18
Super Dungeon Explore: Caverns of Roxor,1,10.0,10.0,10.0,0.0,1
Dungeon Twister : L'elfe des bois,1,10.0,10.0,10.0,0.0,1
Andean Abyss,3,9.666666666666666,10.0,9.0,0.4714045207910317,3
Roll to the South Pole,1,8.0,8.0,8.0,0.0,1
The Doctor Who Card Game,2,7.0,8.0,6.0,1.0,2
Dungeon Command: Heart of Cormyr,1,6.0,6.0,6.0,0.0,1
La Venise du Nord,47,7.446808510638298,10.0,2.0,1.9439870264681567,47
Tous au Dodo,31,9.064516129032258,10.0,6.0,1.4127411897069797,31
7 wonders : Louis,3,5.0,10.0,1.0,3.7416573867739413,3
Bits,3,7.333333333333333,9.0,5.0,1.699673171197595,3
Mystère à l'Abbaye,150,6.826666666666667,10.0,0.0,2.0256576435540348,150
Tapis volants,1,6.0,6.0,6.0,0.0,1
Black Stories - Moyen Âge,4,6.5,8.0,4.0,1.5,4
Edo,7,7.714285714285714,10.0,5.0,1.749635530559413,7
Babel Pico,2,4.5,6.0,3.0,1.5,2
P.I.,38,6.7631578947368425,10.0,0.0,2.3332179103492483,38
Rome & Carthage,37,8.18918918918919,10.0,4.0,1.72168738471708,37
Le Goûter des Monstres,1,4.0,4.0,4.0,0.0,1
Mousquetaires du Roy,132,8.166666666666666,10.0,0.0,2.132599305537679,132
Shafausa,26,7.8076923076923075,10.0,3.0,2.3373099391136147,26
Merlin Zinzin,11,6.363636363636363,8.0,4.0,1.3666633071248098,11
Les Aventuriers du Rail Pocket,11,9.636363636363637,10.0,8.0,0.7713892158398699,11
Panique dans la Ruche,18,8.277777777777779,10.0,5.0,1.192828364087994,18
Gears of War : The Board Game,80,8.1875,10.0,0.0,1.9880502382988212,80
Ouistiti,1,8.0,8.0,8.0,0.0,1
Vanuatu :  La montée des eaux,1,2.0,2.0,2.0,0.0,1
Meltdown 2020,3,8.0,10.0,6.0,1.632993161855452,3
Pour les Nuls : Le Jeu,4,4.75,10.0,0.0,3.960744879438715,4
La Boîte à Enquêtes Criminelles,3,2.3333333333333335,5.0,1.0,1.8856180831641267,3
Steam Torpedo - Pack d'Immersion,82,8.353658536585366,10.0,0.0,2.114825433720251,82
Rapa Nui,7,8.571428571428571,10.0,6.0,1.761261143705422,7
I Will Survive,25,6.96,10.0,4.0,2.0489997559785116,25
Le  Seigneur des Anneaux : Les Marais des Morts,7,9.0,10.0,7.0,1.1952286093343936,7
Rallyman : Dirt,24,9.833333333333334,10.0,6.0,0.7993052538854533,24
Cranium Scribblish,8,6.625,8.0,2.0,2.057759704144291,8
Pictureka! Action,15,6.2,10.0,2.0,2.1969676071045443,15
Warhammer - Invasion : Le Royaume du Roi Phénix,1,8.0,8.0,8.0,0.0,1
Captain Cool,1,6.0,6.0,6.0,0.0,1
Chocologique,15,7.266666666666667,10.0,3.0,1.768866554856213,15
Taboo,150,7.046666666666667,10.0,2.0,1.8233180986566493,150
Savage Worlds Le jeu de rôle générique,2,9.0,10.0,8.0,1.0,2
Pirates of Nassau,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Bolt Action,4,9.0,10.0,7.0,1.224744871391589,4
Échec aux chevaliers,1,5.0,5.0,5.0,0.0,1
Poney Club,1,8.0,8.0,8.0,0.0,1
Botswana,51,6.980392156862745,10.0,2.0,1.9851428167957437,51
Panique à la cantine,2,6.0,6.0,6.0,0.0,2
Steam Torpedo : Booster R&D,17,8.882352941176471,10.0,4.0,1.7449878793166271,17
Heroclix : Lord of the Rings,2,7.5,8.0,7.0,0.5,2
Rush hour Deluxe,8,8.625,10.0,6.0,1.3169567191065923,8
Ravage Hors Série 12 - Escape,1,6.0,6.0,6.0,0.0,1
Heroclix : Street Fighter,1,7.0,7.0,7.0,0.0,1
Chaos dans le Vieux Monde : Le Rat Cornu,8,9.0,10.0,8.0,1.0,8
Aquileia,2,9.0,10.0,8.0,1.0,2
Duel de magiciens,2,5.0,8.0,2.0,3.0,2
Set,147,7.244897959183674,10.0,0.0,2.0256579908044983,147
Invasion from outer space : Advanced Abilities,1,10.0,10.0,10.0,0.0,1
Master Merchant,1,4.0,4.0,4.0,0.0,1
Rouge Jaune Vert,7,6.142857142857143,8.0,4.0,1.1248582677159729,7
Black Stories - Faits Vecus,7,3.4285714285714284,7.0,0.0,2.5555062599997598,7
Tournay,150,8.0,10.0,0.0,2.08806130178211,150
Last Night On Earth : Advanced Abilities,1,10.0,10.0,10.0,0.0,1
Raclette-Party,6,4.666666666666667,10.0,0.0,4.268749491621899,6
Shitenno,58,8.068965517241379,10.0,4.0,1.6903587556932615,58
Ora & Labora,106,8.066037735849056,10.0,1.0,2.0478652848737626,106
Tuareg,1,8.0,8.0,8.0,0.0,1
Cyclades :  Hades,61,8.918032786885245,10.0,2.0,1.5501991618975837,61
Carcassonne - Le jeu de dés,12,3.4166666666666665,6.0,0.0,1.7057907908715604,12
Megawatts : Les Robots,3,8.0,10.0,6.0,1.632993161855452,3
Toutou Rista,13,5.0,10.0,0.0,2.8823067684915684,13
Skâândal,2,6.0,6.0,6.0,0.0,2
Blood Bowl : Team Manager,104,8.115384615384615,10.0,2.0,1.6944915978392825,104
Dominion : L'Arrière-Pays,23,9.0,10.0,5.0,1.285369173834303,23
Super Dungeon Explore,12,5.833333333333333,10.0,0.0,2.7938424357067015,12
Pergamemnon,10,4.6,8.0,1.0,2.3748684174075834,10
Paradisio,4,8.25,10.0,7.0,1.299038105676658,4
U-Boat Leader,2,8.0,9.0,7.0,1.0,2
Québec 1608 - 2008,36,7.25,10.0,4.0,1.7380544678845176,36
Primo,4,6.5,8.0,5.0,1.118033988749895,4
Rimtik,19,7.473684210526316,10.0,2.0,2.1853199465291255,19
Takenoko,150,7.366666666666666,10.0,1.0,1.8669642619920603,150
Six,17,7.470588235294118,10.0,4.0,1.7190163760238186,17
Ghost Stories : Steven Qi-Gal,6,8.5,10.0,7.0,1.118033988749895,6
Dr. Shark,26,6.846153846153846,10.0,2.0,2.5524092343133935,26
Mouton Rebêêêle,4,8.0,10.0,4.0,2.449489742783178,4
Mutant Meeples,8,7.75,10.0,4.0,1.6393596310755,8
Alba longa,8,6.0,8.0,4.0,1.8027756377319946,8
Warhammer - Invasion : Karaz-a-Karak,1,6.0,6.0,6.0,0.0,1
Quiz Mania,1,4.0,4.0,4.0,0.0,1
Sultans de Karaya,3,4.333333333333333,8.0,2.0,2.6246692913372702,3
Gangs of Lamas,8,5.5,8.0,1.0,2.179449471770337,8
Colorio,2,7.0,10.0,4.0,3.0,2
Fortuna,15,6.6,9.0,2.0,1.7435595774162693,15
City Tycoon,8,8.75,10.0,8.0,0.9682458365518543,8
Sarena,16,6.8125,10.0,3.0,1.87812240016459,16
Où va-t-il ?,10,6.4,10.0,4.0,1.5620499351813308,10
Tschak !,58,7.189655172413793,10.0,2.0,1.8611907252016628,58
Prêt-à-Porter,2,9.0,10.0,8.0,1.0,2
Pirates des Egouts,22,7.181818181818182,10.0,1.0,2.1874926210029026,22
Scrumbrawl,1,8.0,8.0,8.0,0.0,1
Virgin Queen,3,10.0,10.0,10.0,0.0,3
Let's Take a Hike,1,8.0,8.0,8.0,0.0,1
Mammut,2,7.0,8.0,6.0,1.0,2
Terra Evolution,2,6.5,8.0,5.0,1.5,2
Meli Cado,13,8.384615384615385,10.0,7.0,1.002954216185023,13
Zombies!!! 7 : Envoyez les clowns,5,5.0,10.0,1.0,2.9664793948382653,5
Castle Panic: The Wizard's Tower,4,9.25,10.0,9.0,0.4330127018922193,4
Twin It !,34,7.676470588235294,10.0,2.0,2.1381766316089226,34
Belfort,5,8.0,10.0,6.0,1.4142135623730951,5
Le Seigneur des Anneaux : Khazad-Dûm,12,8.666666666666666,10.0,6.0,1.178511301977579,12
Undermining,2,6.5,7.0,6.0,0.5,2
Kings of war: Mhorgoth Rising,1,6.0,6.0,6.0,0.0,1
K2 : broad peak,6,8.5,10.0,8.0,0.7637626158259734,6
Le Trône de Fer - JCE : Lions du Roc,1,7.0,7.0,7.0,0.0,1
Qamoki,5,6.8,10.0,2.0,2.7129319932501073,5
Wakfu le jeu d'aventures,4,5.25,7.0,4.0,1.299038105676658,4
Mimtoo,26,6.923076923076923,10.0,1.0,2.1648072737646595,26
Dico Déclic,7,9.285714285714286,10.0,8.0,0.880630571852711,7
Das Ligretto Fußballspiel,4,6.5,9.0,5.0,1.5,4
Casa Grande,4,7.5,8.0,6.0,0.8660254037844386,4
L'Or de Paco,4,6.75,10.0,4.0,2.165063509461097,4
The Road to Canterbury,4,8.0,10.0,6.0,1.4142135623730951,4
Olympos : Oikoumene,30,8.2,10.0,1.0,2.212088003071608,30
Tanto Cuore :  Expanding the House,3,7.666666666666667,9.0,6.0,1.247219128924647,3
Grave Business,1,10.0,10.0,10.0,0.0,1
Time No Time,1,10.0,10.0,10.0,0.0,1
Dollmätsch,1,10.0,10.0,10.0,0.0,1
Lingua Ludica,2,9.0,10.0,8.0,1.0,2
Auto Game - Déclic et des Plaques,1,0.0,0.0,0.0,0.0,1
Kart sur Glace : White Kart,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Throwing stones,1,8.0,8.0,8.0,0.0,1
Dungeon Run,12,7.416666666666667,10.0,2.0,2.6601482832520613,12
Tic Tac Boum Junior,11,7.545454545454546,10.0,4.0,1.8763424945954812,11
Comprendo!,1,6.0,6.0,6.0,0.0,1
La Guerre des Moutons,150,6.62,10.0,2.0,1.8172139848313602,150
Dégage,2,10.0,10.0,10.0,0.0,2
Jeu de Hex,4,8.5,10.0,8.0,0.8660254037844386,4
Le Donjon de Naheulbeuk - Le Paladin,2,7.5,8.0,7.0,0.5,2
Tipoucet,2,9.5,10.0,9.0,0.5,2
Timeline III : Evénements,97,7.525773195876289,10.0,2.0,1.5866243977349286,97
Humains!!!,25,5.76,10.0,0.0,2.803997146931501,25
"Les Châteaux de Bourgogne - Extension n° 1 ""Nouveaux Plateaux Joueur / New Player Boards / Neue Spielertableaus""",3,9.666666666666666,10.0,9.0,0.4714045207910317,3
La Communauté de l'Anneau,1,6.0,6.0,6.0,0.0,1
The Big Idea La Science-Fiction Médiévale,10,7.2,10.0,2.0,2.6,10
Monstermania,6,5.833333333333333,8.0,3.0,1.7716909687891083,6
Wordz,39,7.948717948717949,10.0,4.0,1.647822462877911,39
La boîte à culture Geek,1,5.0,5.0,5.0,0.0,1
Comédia,16,6.3125,10.0,2.0,3.076498618559742,16
Hoplomachus: The Lost Cities,1,9.0,9.0,9.0,0.0,1
Ghost Stories : Black Secret,18,8.333333333333334,10.0,5.0,1.7638342073763942,18
Gears of War : Mission pack 1,1,9.0,9.0,9.0,0.0,1
7 Wonders : Île de Catane,36,6.638888888888889,10.0,4.0,1.5303009467599247,36
"Kingdom Builder - Extension ""Capitol""",4,6.5,8.0,6.0,0.8660254037844386,4
Alhambra : Les Édifices Magiques,2,8.5,9.0,8.0,0.5,2
Old Men of the Forest,4,6.75,8.0,5.0,1.299038105676658,4
Rio d'Oro,2,7.0,8.0,6.0,1.0,2
Lancaster : The New Laws,3,7.666666666666667,10.0,6.0,1.699673171197595,3
Welcome to Walnut Grove,4,5.75,7.0,4.0,1.0897247358851685,4
Burdigala,36,7.416666666666667,10.0,4.0,1.8615256586407227,36
The New Era,13,9.538461538461538,10.0,8.0,0.7457969011409737,13
Mundus Novus,150,7.84,10.0,1.0,2.0787175533647355,150
The Legend of Drizzt,7,8.714285714285714,10.0,4.0,2.0503857277724746,7
Infarkt,21,7.333333333333333,10.0,2.0,2.494438257849294,21
Poseidon's Kingdom,7,7.857142857142857,10.0,5.0,1.7261494247992246,7
Helvetia,35,8.285714285714286,10.0,4.0,1.6313259912708797,35
Bios Megafauna,2,7.0,8.0,6.0,1.0,2
Le jeu des fruits,2,5.5,6.0,5.0,0.5,2
Urban Sprawl,6,6.333333333333333,8.0,4.0,1.7950549357115013,6
Deadwood,67,7.865671641791045,10.0,2.0,1.8918168033808196,67
Palago,3,8.666666666666666,10.0,8.0,0.9428090415820634,3
Pax,24,7.333333333333333,10.0,4.0,1.649915822768611,24
Food Fight,2,7.0,8.0,6.0,1.0,2
Gluhbirne,1,6.0,6.0,6.0,0.0,1
Rubik's Magic,1,6.0,6.0,6.0,0.0,1
Panic Attack,1,8.0,8.0,8.0,0.0,1
Le Trône de Fer - Une danse avec les dragons,2,10.0,10.0,10.0,0.0,2
Le Trône de Fer - Le jeu de plateau,150,7.6066666666666665,10.0,2.0,2.19665402120791,150
Innovation,150,7.546666666666667,10.0,0.0,2.3821185715427533,150
Medallion,1,8.0,8.0,8.0,0.0,1
Cast Donuts,2,8.5,10.0,7.0,1.5,2
Bacchanales,6,6.0,8.0,3.0,2.0816659994661326,6
Ghost Stories : White Moon : Green Roots / Racines Vertes,1,7.0,7.0,7.0,0.0,1
Mr Jack Pocket: James Maybrick,4,7.25,9.0,6.0,1.299038105676658,4
Hooop!,7,6.714285714285714,9.0,6.0,1.0301575072754257,7
A fistful of penguins,6,5.833333333333333,7.0,4.0,0.8975274678557507,6
Summoner Wars : The Filth Faction Deck,2,10.0,10.0,10.0,0.0,2
Summoner Wars : Mercenaries Faction Deck,1,10.0,10.0,10.0,0.0,1
Chronicards : Les Chefs-d'oeuvre du Louvre,1,8.0,8.0,8.0,0.0,1
Dreadfleet,11,7.909090909090909,10.0,6.0,1.729663417312768,11
Eclipse,156,8.115384615384615,10.0,0.0,2.1719704466916143,156
Duodecim Scripta,1,6.0,6.0,6.0,0.0,1
Chronicards : L'Histoire du Monde,2,7.5,8.0,7.0,0.5,2
Warhammer - Invasion : La Cité Incontournable,1,8.0,8.0,8.0,0.0,1
Stich-Meister,2,7.0,8.0,6.0,1.0,2
1825 Unit 3,2,10.0,10.0,10.0,0.0,2
Ouga Bouga,65,7.430769230769231,10.0,1.0,2.2185874284135827,65
1825 Unit 2,1,10.0,10.0,10.0,0.0,1
Rattus : Joker,4,8.0,10.0,6.0,1.4142135623730951,4
Invasion from outer space : the martian game,4,8.0,10.0,6.0,2.0,4
Batailles de Westeros : Tribus du Val,2,8.0,8.0,8.0,0.0,2
Munchkin 5 : On zeu rôde again,10,5.3,8.0,2.0,1.9000000000000001,10
Dragon's Gold,124,7.274193548387097,10.0,2.0,2.064831125163084,124
Tattoo Turtles,40,6.875,10.0,4.0,1.5522161576275386,40
O.K. Corral,13,7.846153846153846,10.0,6.0,1.4058205294228512,13
The Adventurers : La Pyramide d'Horus,71,8.140845070422536,10.0,4.0,1.4755831947840898,71
Principato,24,6.541666666666667,10.0,1.0,1.9144008346100234,24
Police Party,7,7.0,10.0,1.0,2.9277002188455996,7
Colonial,5,7.8,10.0,6.0,1.32664991614216,5
Disque-Monde : Ankh-Morpork,122,7.573770491803279,10.0,0.0,2.1497923376147217,122
Defenders of the Realm: Hero Expansion #3,1,8.0,8.0,8.0,0.0,1
Interstellar Mayhem,1,8.0,8.0,8.0,0.0,1
Defenders of the Realm: Hero Expansion #2,1,9.0,9.0,9.0,0.0,1
Arcana,21,6.809523809523809,10.0,4.0,1.9178124348192633,21
Le  Seigneur des Anneaux : Voyage à Rhosgobel,15,7.266666666666667,10.0,3.0,1.8061622912192088,15
Defenders of the Realm: Hero Expansion #1,1,9.0,9.0,9.0,0.0,1
Bonbons,35,7.285714285714286,10.0,4.0,1.6830487400026444,35
Coucou Cocotte,1,6.0,6.0,6.0,0.0,1
Stalag 17,3,5.0,6.0,4.0,0.816496580927726,3
Super Héros,1,6.0,6.0,6.0,0.0,1
"Jamaïca : Ancre, Rhum & Sextant",5,7.4,10.0,4.0,2.4979991993593593,5
Space Mission,13,7.230769230769231,10.0,4.0,1.671196998646187,13
Bescherelle le Jeu,3,6.0,8.0,4.0,1.632993161855452,3
Chicane dans la Cabane,133,6.654135338345864,10.0,0.0,2.563612092171344,133
Tic Tac Toe,17,7.294117647058823,10.0,2.0,1.9024660739760266,17
No Retreat! The Russian Front,2,10.0,10.0,10.0,0.0,2
23,4,7.0,8.0,5.0,1.224744871391589,4
Claustrophobia : De Profundis,32,8.84375,10.0,6.0,1.3718002542279981,32
Nefarious,6,7.333333333333333,10.0,6.0,1.8856180831641267,6
Little Dead Riding Hood,1,6.0,6.0,6.0,0.0,1
Vintage,1,6.0,6.0,6.0,0.0,1
Atlantis - Schnupper-spiel,57,7.052631578947368,10.0,4.0,1.5940795356632342,57
Spirobille,1,8.0,8.0,8.0,0.0,1
Le Mistigri,2,8.5,10.0,7.0,1.5,2
Cave Evil,3,7.666666666666667,10.0,5.0,2.0548046676563256,3
Space Bastards,4,7.25,8.0,6.0,0.82915619758885,4
Conan : le jeu de cartes,25,1.72,6.0,0.0,1.8004443895883038,25
1955: The War of Espionage,2,8.5,10.0,7.0,1.5,2
Wie Verhext! : Der Brodelnde Theriak,1,4.0,4.0,4.0,0.0,1
Warhammer - Invasion : Le Roc de Fer,1,8.0,8.0,8.0,0.0,1
Munchkinomicon,1,5.0,5.0,5.0,0.0,1
Quizz des Animaux,1,6.0,6.0,6.0,0.0,1
Sunrise City,3,8.0,10.0,6.0,1.632993161855452,3
Hyper Dash,1,8.0,8.0,8.0,0.0,1
Gosu : Kamakor,39,7.256410256410256,10.0,2.0,2.5791864024060662,39
Zombies!!! X : Feeding the Addiction,1,6.0,6.0,6.0,0.0,1
Confusion: Espionage and Deception in the Cold War,3,7.0,8.0,6.0,0.816496580927726,3
Summoner Wars : Rukar's Power Reinforcement Pack,2,9.0,10.0,8.0,1.0,2
Potion making. Practice.,4,5.5,6.0,4.0,0.8660254037844386,4
Summoner Wars : Jungle Elves Faction Deck,6,9.0,10.0,8.0,1.0,6
Summoner Wars : Cloaks Faction Deck,3,10.0,10.0,10.0,0.0,3
Rapid' Sushi,7,7.142857142857143,9.0,5.0,1.4568627181693672,7
Field Commander : Napoleon,2,9.5,10.0,9.0,0.5,2
Sentinels of the Multiverse,6,8.0,10.0,6.0,1.5275252316519468,6
Warhammer - Invasion : Aube Brûlante,1,6.0,6.0,6.0,0.0,1
Summoner Wars : Grungor's Charge Reinforcement Pack,2,9.0,10.0,8.0,1.0,2
