title,nb_avis,notes_moyennes,note_max,note_min,ecart-type,nb_commentaires
Cosmic Cows,2,6.0,6.0,6.0,0.0,2
Ubongo - Das Duell,2,7.0,8.0,6.0,1.0,2
Isabelle & Isabeau,6,3.0,4.0,2.0,1.0,6
Cast Baroq,5,9.6,10.0,8.0,0.7999999999999999,5
Runebound : L'île de la Terreur,3,6.0,6.0,6.0,0.0,3
Cro-Magnon,17,5.764705882352941,10.0,0.0,2.668540287579707,17
Runebound : The Frozen Wastes,1,8.0,8.0,8.0,0.0,1
Im Reich der Wüstensöhne,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Le petit lynx,4,6.5,8.0,6.0,0.8660254037844386,4
Gordian's knot,1,4.0,4.0,4.0,0.0,1
Aluette,1,8.0,8.0,8.0,0.0,1
Cast Plate,3,4.0,6.0,2.0,1.632993161855452,3
Globalissimo,1,6.0,6.0,6.0,0.0,1
Avenger,1,4.0,4.0,4.0,0.0,1
Baguenaudier,2,7.0,8.0,6.0,1.0,2
Cast Cuby,2,8.0,8.0,8.0,0.0,2
Tour de Hanoï,4,4.0,4.0,4.0,0.0,4
Connection,1,8.0,8.0,8.0,0.0,1
Robin des Bois,41,6.878048780487805,10.0,2.0,1.6992842388634495,41
Auf Achse,6,7.5,9.0,6.0,1.118033988749895,6
Return of the Heroes,7,7.0,10.0,5.0,1.6035674514745464,7
Amsterdam,17,5.588235294117647,10.0,2.0,2.545095017974581,17
Song of Blades and Heroes,6,10.0,10.0,10.0,0.0,6
Frankenstein,13,5.923076923076923,8.0,4.0,1.5913969896597848,13
España 1936,4,9.0,10.0,8.0,1.0,4
Huuue !,48,7.333333333333333,10.0,2.0,1.8966344461235072,48
Coquelinous,6,3.3333333333333335,10.0,0.0,4.068851871911234,6
Manœuvre,4,8.25,9.0,8.0,0.4330127018922193,4
Tarasque,17,6.588235294117647,10.0,4.0,1.911538448149638,17
Finito!,11,5.636363636363637,8.0,3.0,1.7721444263289026,11
Merlin,12,6.416666666666667,8.0,4.0,1.3819269959814167,12
Chasseurs de fantômes,4,8.0,10.0,6.0,1.4142135623730951,4
Lockout,2,7.0,8.0,6.0,1.0,2
Beaugency,23,7.043478260869565,9.0,4.0,1.2675982380098478,23
Cast Disk,2,3.0,4.0,2.0,1.0,2
Cast Bike,2,3.0,4.0,2.0,1.0,2
Tannhäuser : Gorgeï Volkov,3,7.333333333333333,10.0,4.0,2.494438257849294,3
Cast Keyring,5,4.4,6.0,2.0,1.4966629547095764,5
Monastery,4,7.25,10.0,4.0,2.165063509461097,4
Kiproko : L'extension !,8,8.5,10.0,6.0,1.3228756555322954,8
Tannhäuser : Ramirez,5,8.4,10.0,4.0,2.33238075793812,5
Fundomino,3,8.666666666666666,10.0,8.0,0.9428090415820634,3
La Roue de la Fortune,2,3.0,4.0,2.0,1.0,2
Acquire,77,7.571428571428571,10.0,4.0,1.9897697538834458,77
L'Aventure Mexicaine,1,7.0,7.0,7.0,0.0,1
Spiderwick,3,1.3333333333333333,2.0,0.0,0.9428090415820634,3
Cérébrale Académie,7,3.0,8.0,0.0,2.449489742783178,7
Une Famille en Or,3,4.666666666666667,6.0,2.0,1.8856180831641267,3
Price of Freedom,1,8.0,8.0,8.0,0.0,1
Cast W U,3,4.666666666666667,6.0,4.0,0.9428090415820634,3
Incroyable !,1,6.0,6.0,6.0,0.0,1
Cast S&S,4,7.5,10.0,6.0,1.6583123951777,4
Les blondes : le jeu,1,2.0,2.0,2.0,0.0,1
Pacific Typhoon,5,6.4,10.0,2.0,2.65329983228432,5
Soldier Kings - Seconde édition,1,8.0,8.0,8.0,0.0,1
Cast Violon,3,8.0,8.0,8.0,0.0,3
La boîte à énigmes junior,1,7.0,7.0,7.0,0.0,1
La Tour infernale,6,6.0,8.0,2.0,2.0,6
Hop-là !,6,7.333333333333333,8.0,6.0,0.9428090415820634,6
War on Terror - The Boardgame,8,7.0,10.0,4.0,2.0,8
Fuh Yi,5,4.8,10.0,2.0,3.4871191548325386,5
Les 500 miles de Bikini Bottom,1,6.0,6.0,6.0,0.0,1
Party & Co Extrême,3,4.0,6.0,2.0,1.632993161855452,3
Les Mystères de Cluedo,2,6.0,10.0,2.0,4.0,2
Coco Marteau,1,2.0,2.0,2.0,0.0,1
Super Munchkin,15,6.266666666666667,10.0,2.0,2.1746008573733455,15
War at Sea,2,6.0,8.0,4.0,2.0,2
Master Merlin,2,6.0,6.0,6.0,0.0,2
Cast Tail,4,9.0,10.0,8.0,1.0,4
Eketorp,26,5.923076923076923,10.0,1.0,2.16480727376466,26
Capt'n John,2,6.0,8.0,4.0,2.0,2
Les Piliers de la Terre : 6 nouveaux artisans,3,8.666666666666666,10.0,8.0,0.9428090415820634,3
Passtah,2,3.5,5.0,2.0,1.5,2
Pirates of the Caribbean PocketModel Game,1,8.0,8.0,8.0,0.0,1
Confrontation - l’Âge du Rag’narok,8,5.25,10.0,2.0,2.6339134382131846,8
1001 Karawane,3,6.0,8.0,4.0,1.632993161855452,3
Shadowrun : The Trading Card Game,3,10.0,10.0,10.0,0.0,3
Giganten der Lüfte,16,5.75,8.0,2.0,1.713913650100261,16
Stiga Table Hockey,7,9.428571428571429,10.0,8.0,0.9035079029052513,7
Sang Rancune,56,6.178571428571429,10.0,1.0,2.60567473340909,56
A Capella,9,7.222222222222222,10.0,3.0,2.657391276244755,9
Waterloo : The Fate of France,1,6.0,6.0,6.0,0.0,1
Luftwaffe (2nde édition),2,6.5,8.0,5.0,1.5,2
Handelsfürsten - Herren der Meere,4,7.0,10.0,6.0,1.7320508075688772,4
Dust : le jeu de plateau,25,6.68,10.0,2.0,2.111302915263464,25
Commands and Colors - Ancients : The Roman Civil War,2,7.0,10.0,4.0,3.0,2
106. Panzer Brigade,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Kill Doctor Lucky: And His Little Dog Too!,2,9.0,10.0,8.0,1.0,2
Zooloretto : les zoos de bébés,1,7.0,7.0,7.0,0.0,1
History of the Roman Empire,2,5.0,8.0,2.0,3.0,2
Murder city,3,6.666666666666667,10.0,2.0,3.39934634239519,3
Corps Command : Totensonntag,4,9.0,10.0,8.0,1.0,4
Hero I.K. : Le repaire de la liche,98,5.469387755102041,10.0,1.0,2.5403040217886064,98
Omweso,2,8.0,8.0,8.0,0.0,2
Tide of Iron : Days of the Fox,3,8.0,8.0,8.0,0.0,3
Horreur à Arkham : L'Horreur de Dunwich,53,8.90566037735849,10.0,3.0,1.5450975537791118,53
Scene It ? - Édition 007,1,8.0,8.0,8.0,0.0,1
Ar Seizh Bigoudenn,15,6.4,10.0,4.0,2.2150996967781533,15
Alkemy,9,8.444444444444445,10.0,6.0,1.5713484026367723,9
Les Colons de Catane : Magiciens & Dragons,65,5.276923076923077,8.0,2.0,2.0718456454809138,65
Pingu-Party,29,6.103448275862069,10.0,1.0,2.482279647284853,29
Rattlesnake,50,6.7,10.0,2.0,1.9519221295943132,50
Campaigns of King David,2,5.0,6.0,4.0,1.0,2
Influences,11,8.909090909090908,10.0,8.0,0.9958591954639383,11
Casa Alfredo,2,7.5,8.0,7.0,0.5,2
Bohnanza : Bohnröschen,1,9.0,9.0,9.0,0.0,1
Laser Battle,1,6.0,6.0,6.0,0.0,1
Bellum Gallicum,1,6.0,6.0,6.0,0.0,1
Pentago,45,6.977777777777778,10.0,2.0,1.9719013823536897,45
Volga 43,1,6.0,6.0,6.0,0.0,1
Les Poux,18,7.333333333333333,10.0,2.0,2.0,18
1812 - Les Arapiles,1,6.0,6.0,6.0,0.0,1
The world Cup Game,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Atrium,2,6.5,9.0,4.0,2.5,2
Tannhäuser : Opération Novgorod,12,7.666666666666667,10.0,2.0,2.6874192494328497,12
Dungeon Twister : Terres de Glace,14,8.0,10.0,0.0,2.7255405754769875,14
Aficionado,24,6.208333333333333,10.0,2.0,2.414870021807017,24
King of the Beasts,1,4.0,4.0,4.0,0.0,1
Mémoire 44 : Air Pack,14,8.142857142857142,10.0,4.0,2.065261756400137,14
Tannhäuser : Daedalus,3,8.0,10.0,6.0,1.632993161855452,3
Ca$h'n Gun$ : Uzi,10,6.8,8.0,4.0,1.32664991614216,10
Mon premier Monopoly,5,3.4,4.0,2.0,0.8,5
World at War : Eisenbach Gap,4,7.25,8.0,6.0,0.82915619758885,4
Yacht Club,2,7.5,10.0,5.0,2.5,2
Rome at War - Queen of the Celts,1,10.0,10.0,10.0,0.0,1
Treasure Quest,1,8.0,8.0,8.0,0.0,1
World of Warcraft JCC : La Marche de la Légion,2,10.0,10.0,10.0,0.0,2
1792 - La Patrie en Danger,1,8.0,8.0,8.0,0.0,1
Ultimate Golf,1,4.0,4.0,4.0,0.0,1
Sexy Love,2,4.0,4.0,4.0,0.0,2
The Battle of Five Armies,3,7.666666666666667,10.0,4.0,2.6246692913372702,3
Hot Spot,2,8.0,10.0,6.0,2.0,2
Harry Potter - Le jeu du Labyrinthe,5,5.6,8.0,4.0,1.9595917942265424,5
Les Diadoques,2,8.5,9.0,8.0,0.5,2
Le Seigneur des Anneaux CCG : Le Balrog,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Borneo,4,7.5,10.0,6.0,1.5,4
Le Jeu de Rôle des Terres du Milieu,3,5.333333333333333,8.0,2.0,2.494438257849294,3
HeroCard Nightmare,2,8.0,8.0,8.0,0.0,2
Combat Commander : Mediterranean,1,8.0,8.0,8.0,0.0,1
Saba - Palast der Königin,6,6.166666666666667,8.0,4.0,1.4624940645653537,6
Combat Commander Battle Pack #1 : Paratroopers,1,10.0,10.0,10.0,0.0,1
Demetra,22,8.409090909090908,10.0,4.0,1.4032135491302846,22
Quid,1,8.0,8.0,8.0,0.0,1
Mordred,4,6.0,10.0,4.0,2.449489742783178,4
Place de la bourse,1,8.0,8.0,8.0,0.0,1
Trouble School,1,6.0,6.0,6.0,0.0,1
Beim Zeus,1,4.0,4.0,4.0,0.0,1
Star System,10,6.4,8.0,4.0,1.4966629547095764,10
Salade de Cafards,121,7.181818181818182,10.0,1.0,2.1164448594223293,121
Funkenschlag : Die Neuen Kraftwerkskarten,19,8.526315789473685,10.0,6.0,1.5683857290264567,19
Robotics,1,4.0,4.0,4.0,0.0,1
All-Zeit,2,10.0,10.0,10.0,0.0,2
Cache Tomate !,28,6.678571428571429,10.0,4.0,1.3107678073930409,28
Verflixxt hoch²,5,8.8,10.0,8.0,0.9797958971132713,5
Carcassonne : Maire et cloîtres,26,7.0,8.0,4.0,1.270977818604485,26
France 1940 Plan jaune,1,8.0,8.0,8.0,0.0,1
Make You Gunfighters,4,8.0,10.0,4.0,2.449489742783178,4
Imperator,13,5.3076923076923075,10.0,0.0,2.8116410588457024,13
Mex,2,3.0,4.0,2.0,1.0,2
Ubongo extrem,2,8.0,8.0,8.0,0.0,2
Origins : how we became human,2,5.0,6.0,4.0,1.0,2
Mister Bean - Le Jeu,7,6.571428571428571,10.0,6.0,1.3997084244475304,7
Cliff-Hanger,23,6.521739130434782,10.0,2.0,1.9752724681044431,23
Pick & Pack,7,9.0,10.0,8.0,0.9258200997725514,7
Easy School,1,4.0,4.0,4.0,0.0,1
Festival,1,8.0,8.0,8.0,0.0,1
Jantaris,1,4.0,4.0,4.0,0.0,1
Caveman,1,1.0,1.0,1.0,0.0,1
En 2 Mots,1,8.0,8.0,8.0,0.0,1
Saute grenouille!,1,6.0,6.0,6.0,0.0,1
Magi,1,4.0,4.0,4.0,0.0,1
Meurtre à Casablanca,8,7.75,10.0,4.0,1.8540496217739157,8
Papillons,26,6.846153846153846,10.0,4.0,1.4856313781406127,26
Tai chi chuan,39,7.358974358974359,10.0,4.0,1.640624951081682,39
Inn - Fighting,3,6.333333333333333,9.0,2.0,3.0912061651652345,3
Bausack,47,7.914893617021277,10.0,2.0,1.877410929230279,47
Heisse Öfen,2,5.0,6.0,4.0,1.0,2
König von Siam,17,7.882352941176471,10.0,4.0,1.710945832029293,17
Escapade en Midi-Pyrénées,1,8.0,8.0,8.0,0.0,1
Catch Mag,1,6.0,6.0,6.0,0.0,1
Asia Engulfed,1,10.0,10.0,10.0,0.0,1
Kaleidoscope,2,5.0,6.0,4.0,1.0,2
Truco,1,6.0,6.0,6.0,0.0,1
Turbo Toupies,2,5.0,8.0,2.0,3.0,2
En Garde - Travel Edition,105,7.580952380952381,10.0,2.0,1.9458427107233738,105
Age of Empires III : extension 6 joueurs,5,7.6,10.0,6.0,1.4966629547095764,5
Stop Lights,1,5.0,5.0,5.0,0.0,1
Opération Apocalypse,1,2.0,2.0,2.0,0.0,1
Hamburgum,44,8.136363636363637,10.0,4.0,1.6867250286617703,44
Illuminati : Bavarian Fire Drill,1,10.0,10.0,10.0,0.0,1
Rumba des Chiffres,2,9.0,10.0,8.0,1.0,2
BrainTwister,2,6.0,8.0,4.0,2.0,2
Eylau 1807,1,8.0,8.0,8.0,0.0,1
Gipsy King,18,7.166666666666667,10.0,2.0,1.9790570145063198,18
Édition Spéciale,1,6.0,6.0,6.0,0.0,1
Anno 1701 : Das brettspiel,6,8.666666666666666,10.0,6.0,1.4907119849998598,6
Tavern Heroes,4,4.5,8.0,2.0,2.598076211353316,4
Rattlesnake City,20,5.15,10.0,2.0,2.4753787588973126,20
Battue : Storm of the Horse Lords,7,7.857142857142857,8.0,7.0,0.3499271061118826,7
Uptown,9,8.88888888888889,10.0,8.0,0.9938079899999066,9
Beppo,4,7.75,10.0,6.0,1.479019945774904,4
Bonne question,50,6.84,10.0,2.0,2.2835060761907333,50
Lucky Luke et la Bataille contre les Dalton,3,5.333333333333333,6.0,4.0,0.9428090415820634,3
Renaissance,32,5.46875,10.0,2.0,2.8282544859860117,32
The Eye of Judgment,7,8.571428571428571,10.0,4.0,2.0603150145508513,7
La Bande Aux têtes de Citrouille,4,6.5,8.0,6.0,0.8660254037844386,4
Captain Future,1,6.0,6.0,6.0,0.0,1
New York,1,6.0,6.0,6.0,0.0,1
Das glorreiche Manöver,1,8.0,8.0,8.0,0.0,1
Les Colons de Catane : Artistes & Mécènes,12,6.833333333333333,10.0,4.0,1.9075871903765995,12
Sonate,2,7.0,8.0,6.0,1.0,2
Jazz band leader,1,10.0,10.0,10.0,0.0,1
Plus belle la vie,2,5.0,6.0,4.0,1.0,2
Trivoli,2,5.5,9.0,2.0,3.5,2
Moai,21,7.619047619047619,10.0,2.0,1.8120283419467091,21
S.O.S Animaux,3,6.333333333333333,8.0,5.0,1.247219128924647,3
Prison Break,10,2.5,10.0,0.0,2.7294688127912363,10
Garibaldi : La Trafila,10,7.6,10.0,4.0,1.9595917942265426,10
Amyitis,150,8.613333333333333,10.0,2.0,1.594936432031766,150
Down Under,4,8.0,10.0,6.0,1.4142135623730951,4
Race for the Galaxy,150,8.16,10.0,2.0,2.0529003872570146,150
Territories,3,7.0,8.0,6.0,0.816496580927726,3
Hercule,1,5.0,5.0,5.0,0.0,1
Landlord,1,4.0,4.0,4.0,0.0,1
Airpoly,1,8.0,8.0,8.0,0.0,1
Contrées Fabuleuses,12,7.583333333333333,10.0,6.0,1.1149240133549707,12
Scrabble Rébus,1,8.0,8.0,8.0,0.0,1
Schikane,1,4.0,4.0,4.0,0.0,1
Zombies!!! 3 : CC Zombies,13,8.0,10.0,6.0,1.9215378456610457,13
Doodle dice,2,5.5,6.0,5.0,0.5,2
Destination Far-West,1,2.0,2.0,2.0,0.0,1
Saloon,2,5.0,6.0,4.0,1.0,2
Vélomaster,3,8.666666666666666,10.0,8.0,0.9428090415820634,3
Les contes de Perrault en 4 jeux,1,8.0,8.0,8.0,0.0,1
Stonehenge,16,6.375,10.0,1.0,3.0998991919093113,16
Rugby Challenge,5,5.2,8.0,2.0,2.039607805437114,5
Planet Raiders,6,8.0,10.0,6.0,1.632993161855452,6
Talisman - Revised 4th Edition,10,6.1,10.0,0.0,2.5079872407968904,10
Tyrant,1,8.0,8.0,8.0,0.0,1
Talisman : The Reaper,3,8.0,9.0,7.0,0.816496580927726,3
Canon Noir - Nouvelle édition,65,6.153846153846154,10.0,2.0,1.9233845907731686,65
Black Box +,7,9.714285714285714,10.0,8.0,0.6998542122237652,7
Mr. Jack : l'extension,71,6.704225352112676,10.0,2.0,2.17148204207992,71
Tir'Pic,5,5.6,8.0,4.0,1.4966629547095764,5
Assault on Hoth,1,6.0,6.0,6.0,0.0,1
Cast Devil,5,6.8,10.0,6.0,1.6,5
Puissance 4 Evolution,1,5.0,5.0,5.0,0.0,1
Cast Coaster,5,6.0,8.0,4.0,1.2649110640673518,5
Hell Dorado : boîte de renfort Démons,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Hell Dorado : boîte de renfort Occidentaux,4,8.5,10.0,8.0,0.8660254037844386,4
L'Aube d'Acier,25,7.6,10.0,2.0,2.4657656011875906,25
Cast Key,3,4.0,6.0,2.0,1.632993161855452,3
Trivial Pursuit - Cinéma en France,1,8.0,8.0,8.0,0.0,1
Shanghaien,44,7.545454545454546,10.0,4.0,1.5441170683148209,44
Box-Office,2,2.0,2.0,2.0,0.0,2
Confrontation - Troisième édition,9,6.888888888888889,10.0,2.0,2.8458329944145997,9
Overlord : D-Day and the Beachhead Battles,1,9.0,9.0,9.0,0.0,1
Zombiaki,2,5.0,8.0,2.0,3.0,2
Cast Ring II,5,4.4,6.0,2.0,1.4966629547095764,5
Cast Heart,3,5.333333333333333,8.0,2.0,2.494438257849294,3
Warmaster,2,8.0,10.0,6.0,2.0,2
BattleLore : Les Guerres d'Écosse,9,6.555555555555555,8.0,2.0,2.0608041101101566,9
Stratego Fortress,1,4.0,4.0,4.0,0.0,1
Frankenstein's Children,1,8.0,8.0,8.0,0.0,1
R-Eco,27,8.592592592592593,10.0,4.0,1.5216769321610475,27
Figurines Khronos,9,8.555555555555555,10.0,6.0,1.4229164972072998,9
Darjeeling,29,7.0344827586206895,10.0,2.0,2.1732346560812044,29
Ticket to Ride - Nordic Countries,7,9.285714285714286,10.0,7.0,1.0301575072754257,7
Altamira,5,4.8,8.0,4.0,1.6000000000000003,5
The Great War in Europe  - Deluxe Edition,1,10.0,10.0,10.0,0.0,1
Pokemon JCC : EX Gardiens du Pouvoir,1,8.0,8.0,8.0,0.0,1
Duel in the Dark,6,8.666666666666666,10.0,6.0,1.4907119849998596,6
HorrorClix - The Lab Booster,1,10.0,10.0,10.0,0.0,1
Zombies!!! 2 : Base Zombies,14,6.071428571428571,10.0,1.0,2.0861545523586047,14
Patrician,22,7.181818181818182,10.0,4.0,1.2662171161076472,22
Runebound : Les Terreurs de la Tombe,1,4.0,4.0,4.0,0.0,1
Les Chevaliers Du Zodiaque,1,10.0,10.0,10.0,0.0,1
Runebound : Artefacts et Alliés,2,6.0,6.0,6.0,0.0,2
Khet : Tower of Kadesh,2,4.0,4.0,4.0,0.0,2
Runebound : La couronne des Anciens Rois,2,8.0,10.0,6.0,2.0,2
Citadelles : La Cité Sombre,63,6.936507936507937,10.0,2.0,2.3561672931753126,63
Ming Dynastie,8,6.125,8.0,2.0,1.7633419974582356,8
Khet : Eye of Horus Beam Splitters,5,8.4,10.0,6.0,1.4966629547095764,5
Wizard Kings seconde édition,2,8.0,8.0,8.0,0.0,2
Hell Dorado : boîte de renfort Egarés,1,10.0,10.0,10.0,0.0,1
Dungeon Twister : Figurines Jeu de base jaune,9,8.222222222222221,10.0,4.0,1.7497795275581804,9
Dungeon Twister : Puissances des ténèbres (Figurines),5,9.6,10.0,8.0,0.7999999999999999,5
Khet - The Laser Game,22,8.636363636363637,10.0,4.0,1.8474910393546893,22
Danger Météorites,1,2.0,2.0,2.0,0.0,1
Les Colons de Catane : Barbares & Négociants,54,7.796296296296297,10.0,2.0,1.8194385543208773,54
Dungeon Twister : Paladins et Dragons (Figurines),6,9.333333333333334,10.0,8.0,0.9428090415820634,6
The Killing Ground,1,9.0,9.0,9.0,0.0,1
Les Colons de Catane : Science & Progrès,57,7.9298245614035086,10.0,4.0,1.4851268375486535,57
BattleLore : Maraudeurs Gobelins,12,6.5,10.0,2.0,2.179449471770337,12
Gazobu,30,5.2,10.0,2.0,2.625515822335362,30
The Last Crusade,2,8.5,9.0,8.0,0.5,2
Magic L'Assemblée : 10ème Édition,1,8.0,8.0,8.0,0.0,1
Dungeon Twister : L'eau et le feu (Figurines),6,9.333333333333334,10.0,8.0,0.9428090415820634,6
Strike South,1,7.0,7.0,7.0,0.0,1
Heroscape : Aquilla's Alliance,5,8.6,10.0,4.0,2.33238075793812,5
Steam over Holland,1,10.0,10.0,10.0,0.0,1
BattleLore : La Guerre de Cent Ans,15,7.266666666666667,10.0,2.0,1.8785337071473827,15
Heroscape : Defenders of Kinsland,3,8.666666666666666,10.0,8.0,0.9428090415820634,3
Last Night On Earth,54,7.851851851851852,10.0,0.0,2.2061144610126564,54
Cranium Hullabaloo,2,9.0,10.0,8.0,1.0,2
Heroscape : Ticalla Jungle,8,8.375,10.0,6.0,1.2183492931011204,8
Conquest of Paradise,1,10.0,10.0,10.0,0.0,1
HeroCard Orc Wars,1,8.0,8.0,8.0,0.0,1
FPS,7,9.428571428571429,10.0,8.0,0.9035079029052513,7
Order of the Stick Adventure Game: The Dungeon of Dorukan,1,4.0,4.0,4.0,0.0,1
Gangster,39,7.0256410256410255,10.0,4.0,1.7612230524178871,39
Liberté,36,8.11111111111111,10.0,2.0,1.807050663032288,36
Teki Tehou,1,6.0,6.0,6.0,0.0,1
Pig Pong,3,6.666666666666667,10.0,2.0,3.39934634239519,3
"Panda, Gorilla & CO.",1,8.0,8.0,8.0,0.0,1
Star Wars: Silent Death Starfighter Combat Game,1,10.0,10.0,10.0,0.0,1
Sauvons les animaux,2,5.5,6.0,5.0,0.5,2
1914,1,6.0,6.0,6.0,0.0,1
Runebound : La Forêt Mystérieuse,2,5.0,6.0,4.0,1.0,2
Il était une fois... la vie,5,8.8,10.0,8.0,0.9797958971132712,5
8 Dragons,4,7.0,8.0,6.0,1.0,4
Magical School,1,8.0,8.0,8.0,0.0,1
Runebound : Le Sceptre de Kyros,3,8.0,10.0,6.0,1.632993161855452,3
Beowulf,29,7.068965517241379,10.0,2.0,1.7797914345605432,29
Objectif Berlin,1,4.0,4.0,4.0,0.0,1
World of Warcraft JCC : Feux de l'Outreterre,1,10.0,10.0,10.0,0.0,1
Camper Tour,2,6.0,10.0,2.0,4.0,2
Municipium,5,7.4,9.0,6.0,1.2,5
Tunisia,1,10.0,10.0,10.0,0.0,1
Au Feu !,10,6.2,10.0,4.0,2.08806130178211,10
Athens & Sparta,5,6.4,8.0,4.0,1.4966629547095764,5
Descent : Le puits des ténèbres Extension,22,8.318181818181818,10.0,2.0,2.1188840037830294,22
Chenilles arc-en-ciel,4,8.0,10.0,6.0,1.4142135623730951,4
Napoleon's Triumph,8,9.75,10.0,8.0,0.6614378277661477,8
Liebe und intrige,7,7.142857142857143,10.0,4.0,1.8070158058105026,7
Tiki Mountain !,3,5.0,8.0,3.0,2.160246899469287,3
Antler Island,11,6.454545454545454,10.0,3.0,1.7248787237282068,11
L’Année du Dragon,150,8.466666666666667,10.0,3.0,1.6878651868229542,150
Sekigahara: Unification of Japan,21,9.380952380952381,10.0,7.0,0.7853534524986023,21
Crazy Diamond & Karatino,1,4.0,4.0,4.0,0.0,1
ATZ - All Things Zombie,2,8.0,10.0,6.0,2.0,2
"Pokémon - Maître Dresseur, Attrapez Les Tous !",11,6.909090909090909,10.0,4.0,2.3141676475196102,11
Einfach Genial Junior,2,8.0,8.0,8.0,0.0,2
Warrior Knights,52,6.653846153846154,10.0,0.0,2.630330597710949,52
Oregon,32,7.0,10.0,2.0,1.8027756377319946,32
Le Trône de Fer - JCC : Anarchie,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
Jeu de Tarot - Le Domaine des Dieux,150,7.773333333333333,10.0,2.0,2.0466123771301254,150
Mots de Tête,1,4.0,4.0,4.0,0.0,1
Bilder lotto,1,6.0,6.0,6.0,0.0,1
Perry Rhodan,5,8.0,10.0,6.0,1.2649110640673518,5
Jeu de Backgammon - Astérix chez les Bretons,139,7.906474820143885,10.0,2.0,1.8809613580988143,139
Quitte ou Double,6,5.666666666666667,8.0,2.0,2.1343747458109497,6
Pino Sortino,2,9.0,10.0,8.0,1.0,2
Conquest of the Fallen Lands,4,9.0,10.0,6.0,1.7320508075688772,4
Tannhäuser : Single miniature pack wolf,5,7.6,10.0,2.0,3.2,5
Jeu des Petits Chevaux - Astérix le Gaulois,76,3.8947368421052633,10.0,0.0,2.3818333682073174,76
Cast Amour,5,6.0,8.0,4.0,1.2649110640673518,5
Tannhäuser : Single miniature pack yula,6,7.666666666666667,10.0,6.0,1.3743685418725535,6
Battleground : Prison Attack,5,6.4,8.0,6.0,0.7999999999999999,5
The Battle of Raphia,1,8.0,8.0,8.0,0.0,1
Battles of the Ancient World Complete Set,1,8.0,8.0,8.0,0.0,1
Einfach Genial Knobelspass,2,6.0,8.0,4.0,2.0,2
Battleground : Maxi Attack,11,7.2727272727272725,10.0,4.0,1.5427784316797402,11
Holidays,43,6.395348837209302,10.0,2.0,2.1902483121806697,43
Faerie Tales,1,8.0,8.0,8.0,0.0,1
Monopoly - le jeu de cartes,3,6.0,6.0,6.0,0.0,3
Macht & Ohnmacht,5,7.0,8.0,5.0,1.2649110640673518,5
Kyogami,3,4.0,6.0,2.0,1.632993161855452,3
Cast Enigma,12,9.833333333333334,10.0,8.0,0.5527707983925667,12
Sakodo,2,9.0,10.0,8.0,1.0,2
Chicago Poker,32,6.5625,10.0,0.0,2.499218627891526,32
Warzone: Dark Eden,1,10.0,10.0,10.0,0.0,1
World of Warcraft : Burning Crusade,3,4.666666666666667,7.0,2.0,2.0548046676563256,3
Zooloretto: Trois Nouveaux Enclos,9,6.222222222222222,10.0,4.0,1.7497795275581802,9
Les 7 Sages,2,6.0,6.0,6.0,0.0,2
Medievalia,3,3.6666666666666665,6.0,2.0,1.699673171197595,3
Les Guerres Médiques,1,2.0,2.0,2.0,0.0,1
Wingo Dingo,3,6.666666666666667,8.0,4.0,1.8856180831641267,3
Les bolides,6,8.0,10.0,6.0,1.632993161855452,6
Galactic Destiny,1,4.0,4.0,4.0,0.0,1
Cast Spiral,6,8.0,10.0,6.0,1.1547005383792515,6
Satarallye,1,5.0,5.0,5.0,0.0,1
Warzone - Première Édition,1,9.0,9.0,9.0,0.0,1
P'tite Bourric,1,2.0,2.0,2.0,0.0,1
Cast Ring,6,7.833333333333333,10.0,6.0,1.674979270186815,6
Harry Potter - Les Couloirs de Poudlard,1,6.0,6.0,6.0,0.0,1
Rugby Penality,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
BD Mania,1,8.0,8.0,8.0,0.0,1
Chopping Maul,1,2.0,2.0,2.0,0.0,1
À la croisée des mondes - La Boussole d'Or,3,3.0,4.0,1.0,1.4142135623730951,3
El Capitán,45,7.333333333333333,10.0,2.0,2.0330600909302543,45
Cast Radix,8,8.25,10.0,6.0,1.1989578808281798,8
Spectrangle,2,10.0,10.0,10.0,0.0,2
5ive Straight,1,7.0,7.0,7.0,0.0,1
Cast Laby,8,7.75,10.0,4.0,1.5612494995995996,8
Pete's Pike,6,7.5,10.0,4.0,2.140872096444188,6
Raid on the Mall,1,10.0,10.0,10.0,0.0,1
Attention à la Marche !,1,6.0,6.0,6.0,0.0,1
Livequiz,3,9.333333333333334,10.0,8.0,0.9428090415820634,3
La mini École des Fantômes,1,4.0,4.0,4.0,0.0,1
BerZerk,1,4.0,4.0,4.0,0.0,1
1 contre 100,2,3.0,4.0,2.0,1.0,2
Egyptians,6,3.0,6.0,0.0,1.9148542155126762,6
Infernal Contraption,2,5.0,6.0,4.0,1.0,2
Traits et Gestes,1,5.0,5.0,5.0,0.0,1
Derby Day,1,2.0,2.0,2.0,0.0,1
3.6 International,1,2.0,2.0,2.0,0.0,1
