author,nb_avis,notes_moyennes,ecart-type,nb_commentaires
MasterMindM,11,7.272727272727272,2.04898684901539,11
ChristianF,1,9.0,0.0,1
Kwindz,6,8.0,1.914854215512676,6
Lord Galean,3,9.333333333333334,0.9428090415820634,3
zemanu,10,9.4,0.4898979485566356,10
LaRiri,2,8.0,0.0,2
brunoF782,2,7.0,0.0,2
Ludigoal,4,9.75,0.4330127018922193,4
Nicky Larson,13,5.769230769230769,2.18926914934734,13
AJF-43,74,7.918918918918919,2.4148009640814214,74
betasub,21,8.285714285714286,2.5661321114871387,21
Azurea,6,9.666666666666666,0.4714045207910317,6
Le_Sag,60,7.083333333333333,2.628635049264584,60
Duffman,1,9.0,0.0,1
Jambeautiste,7,7.285714285714286,1.749635530559413,7
KmylleMuzo,13,9.076923076923077,0.8284868934053085,13
tonydu42,3,7.0,2.8284271247461903,3
Kurpe,1,10.0,0.0,1
ffmpe,1,10.0,0.0,1
DocGuillaume,22,8.0,1.5954480704349312,22
Touff,6,7.666666666666667,2.1343747458109497,6
Couscousgarbit,16,8.8125,0.8816709987291178,16
Jide39,1,1.0,0.0,1
PointG,14,8.428571428571429,0.4948716593053934,14
cdpiou,3,10.0,0.0,3
didi.reveil41,1,8.0,0.0,1
bob46140,1,10.0,0.0,1
allin72,11,6.0,3.931226965534482,11
Baptistefriuli91,7,8.571428571428571,1.178030178747903,7
Bengau,1,10.0,0.0,1
Guiz,46,7.195652173913044,1.5410268346475895,46
ryo60,15,8.666666666666666,1.2995725793078616,15
Carremennaze,20,7.15,1.49248115565993,20
Arsenus TV,211,8.24170616113744,2.329160890523257,211
bachibouzouk,22,7.0,1.9771421064483223,22
seb88100,51,7.764705882352941,2.0635799399094696,51
sherekan,24,7.083333333333333,2.1392496088322392,24
jerome45,20,7.1,2.9308701779505686,20
adesco,15,7.6,1.540562667772179,15
Galtaos,5,7.0,2.8284271247461903,5
vine18,5,6.8,1.7204650534085253,5
shinobi12,4,8.0,0.7071067811865476,4
Joltar,3,8.666666666666666,0.9428090415820634,3
G6R6E6G,5,8.0,0.0,5
Kaijounin,3,9.333333333333334,0.4714045207910317,3
Edelweiss74,4,7.75,0.4330127018922193,4
Zarbora,10,8.6,1.1135528725660042,10
chpic,5,6.8,2.1354156504062622,5
Grrego,4,8.0,0.7071067811865476,4
Paddy le Croc,9,7.111111111111111,1.5234788000891208,9
lifeisalama,2,9.0,1.0,2
FlamantRose10,29,7.103448275862069,1.0287195786328482,29
mrmaurice,5,7.8,0.3999999999999999,5
BabyNev,10,7.7,1.345362404707371,10
EscalopeFromage,8,8.0,0.8660254037844386,8
lebert,12,7.666666666666667,2.4608038433722337,12
Vanco,5,8.4,0.8,5
MissKms,5,9.2,0.7483314773547882,5
TDF,2,8.0,1.0,2
bastlidou,2,8.0,0.0,2
astragor,3,9.666666666666666,0.4714045207910317,3
super_goyave,5,8.6,1.0198039027185568,5
Super Marcel,6,6.5,2.5,6
Mocie,8,8.25,1.1989578808281798,8
D4moclès77,5,7.8,0.9797958971132712,5
Saruman34340,1,9.0,0.0,1
nonow5,16,7.75,1.0897247358851685,16
darthphil,36,8.027777777777779,1.624228211782635,36
Etain,5,8.2,0.7483314773547882,5
Lyn18,1,9.0,0.0,1
Robert le Dragon,2,9.5,0.5,2
radiogalaswinda,14,9.214285714285714,0.8601138984851638,14
Msobeautiful,2,7.5,1.5,2
Jeanlo42,3,8.0,0.816496580927726,3
Ch’pere,6,7.833333333333333,0.8975274678557507,6
robinson29,2,7.5,0.5,2
Kamoulox05,4,8.0,0.7071067811865476,4
Ederrac,22,8.772727272727273,1.9755739829182493,22
Mvgeek,42,6.666666666666667,1.9960278014413988,42
selym,12,8.416666666666666,1.3202482931462385,12
Superyumyum,13,8.076923076923077,1.071414482860317,13
capt_ludo,3,8.0,1.4142135623730951,3
KSkull,7,7.857142857142857,0.989743318610787,7
TTWD,7,6.428571428571429,3.331972511340172,7
blochjo6,2,1.5,0.5,2
Kaelan,6,6.333333333333333,2.0548046676563256,6
Merluchon,4,8.5,0.5,4
Meseer,11,7.363636363636363,2.143604749554836,11
Ali.des,1,10.0,0.0,1
Suikaman,3,7.333333333333333,0.4714045207910317,3
Roby73,1,10.0,0.0,1
Le Papa d'Alex,7,7.714285714285714,0.4517539514526256,7
CoDiarz,6,9.166666666666666,0.8975274678557507,6
NykKohLah,1,9.0,0.0,1
eva cool swag,5,8.4,2.244994432064365,5
Briston,14,7.571428571428571,1.720227796970328,14
Showine,6,9.166666666666666,1.4624940645653537,6
Suzy,2,9.5,0.5,2
minosvaldec,9,8.555555555555555,0.831479419283098,9
Astyanax,1,6.0,0.0,1
flavs,1,10.0,0.0,1
morst,2,7.0,1.0,2
Pouark,2,9.0,1.0,2
lachatouilleuse,6,7.833333333333333,0.3726779962499649,6
Skeez,16,8.4375,0.7043392293490403,16
sayanseb,11,8.636363636363637,1.2264306875665492,11
Shura714,2,10.0,0.0,2
Stteiph,2,10.0,0.0,2
Sykes,3,6.333333333333333,0.4714045207910317,3
Elide Dencel,5,9.2,0.7483314773547882,5
pve159,1,9.0,0.0,1
hell_tanuki,3,8.666666666666666,0.4714045207910317,3
Garion57,11,8.363636363636363,0.8813963377120597,11
Nando38,2,8.5,0.5,2
AyanamiRei,2,5.5,0.5,2
Itohryu,26,7.769230769230769,1.6006655420526776,26
Miing,2,10.0,0.0,2
Kheldane,9,7.333333333333333,0.6666666666666666,9
GuiGui_San,1,10.0,0.0,1
DVicko,1,8.0,0.0,1
Biku',2,8.0,1.0,2
Olocip,1,9.0,0.0,1
bidousagittarius96,2,9.5,0.5,2
Tegnane,1,9.0,0.0,1
vanRage,4,8.5,0.5,4
Dyrio,2,9.0,0.0,2
The Killer,78,7.205128205128205,2.543765502612493,78
Rodenbach,24,8.041666666666666,1.645173918533303,24
liP,16,8.6875,0.8454843286542927,16
Mogore,6,9.0,2.23606797749979,6
L'Esprit Marmaille,15,8.266666666666667,0.8537498983243799,15
ASJ88,1,10.0,0.0,1
CecedillesBB,2,7.5,2.5,2
Beschmi,3,6.666666666666667,2.0548046676563256,3
Cece44,1,8.0,0.0,1
LeSilverArm,1,9.0,0.0,1
Thefaucon,5,6.8,0.9797958971132712,5
Quaker77500,1,8.0,0.0,1
Monsieur Anael,1,10.0,0.0,1
Azuleye,1,6.0,0.0,1
Cpar,2,9.5,0.5,2
Musashi83,2,7.0,1.0,2
phoebemn,1,8.0,0.0,1
fredoudoufg,4,9.75,0.4330127018922193,4
McGray,24,8.25,1.984313483298443,24
Jambonbeurre87,1,10.0,0.0,1
Celdon68,3,10.0,0.0,3
caidus,1,9.0,0.0,1
Al Papou,1,10.0,0.0,1
bobtélé,4,10.0,0.0,4
Itaciya,26,7.423076923076923,1.2457026723616649,26
damas95,4,6.25,4.14578098794425,4
Barbotin,2,8.5,0.5,2
bobgueders,2,9.0,0.0,2
yoda37,135,7.54074074074074,2.387507496092054,135
loulflo,21,7.809523809523809,1.7076591501943912,21
soffy la girafe,2,8.5,0.5,2
Dolfin11,1,9.0,0.0,1
Kai-Hole,2,9.5,0.5,2
leatarning,2,8.5,0.5,2
XanderLeaDaren,16,6.25,3.418698582794336,16
Toon000,3,7.0,1.4142135623730951,3
MrGagon,1,4.0,0.0,1
adamkostka699,2,8.5,0.5,2
Carnet de Jeux,2,7.0,0.0,2
sib,33,8.666666666666666,0.8040302522073695,33
chris06,3,8.333333333333334,0.4714045207910317,3
madame_modeste,2,9.0,1.0,2
Papillotte,6,6.833333333333333,1.7716909687891085,6
thomass7,18,8.444444444444445,1.862561623804468,18
qbhomer81,1,5.0,0.0,1
Doudou76,1,10.0,0.0,1
Fr0sties14,7,9.428571428571429,1.3997084244475304,7
Silk,20,8.0,1.760681686165901,20
Saumur-brut,3,8.666666666666666,0.4714045207910317,3
waldo,8,7.625,2.446298223847616,8
kikesè,19,8.789473684210526,0.613784409983716,19
rototo,30,8.066666666666666,1.8245242911205344,30
sylevague,6,7.333333333333333,2.0548046676563256,6
N4Zgul,3,10.0,0.0,3
hkp64,1,9.0,0.0,1
Firemael,473,7.706131078224101,1.750960002388512,473
Marc Laumonier,416,8.403846153846153,1.7041760402996398,416
ioiocaro,324,6.5,2.4689428936987747,324
grojaky,241,7.1203319502074685,2.0987156450288174,241
famip,37,7.864864864864865,2.3268371081114467,37
LeColonel,13,8.153846153846153,0.6617173282340483,13
vic37,3,9.0,0.0,3
BEORN,9,7.222222222222222,0.7856742013183862,9
tthorn,2,9.5,0.5,2
pascool69,3,5.666666666666667,2.6246692913372702,3
serwire,2,8.0,1.0,2
Elkandir,1,10.0,0.0,1
Yobo,7,8.571428571428571,0.7284313590846835,7
Jeff31820,4,8.75,0.4330127018922193,4
siphon69,2,8.5,0.5,2
audef,5,10.0,0.0,5
Icko,4,7.75,0.4330127018922193,4
The_Federateur,2,8.5,0.5,2
Damian068,5,8.4,1.624807680927192,5
Schindou,6,8.0,0.816496580927726,6
Lulute,19,8.263157894736842,0.96475277788544,19
Zinz25,1,8.0,0.0,1
Frédéric Vanderbeke,5,8.4,0.8,5
Xivom,3,6.666666666666667,1.8856180831641267,3
Vinze,1,10.0,0.0,1
Thuggy D,3,8.0,1.4142135623730951,3
HeartBeatSurfer,1,10.0,0.0,1
SAOUT,1,9.0,0.0,1
Usk,41,8.170731707317072,2.023067449105145,41
judograal,121,7.289256198347108,2.0985552548129167,121
KiwiToast,82,7.512195121951219,2.33866702934012,82
sushiludique,2,10.0,0.0,2
yugnatlofel,1,9.0,0.0,1
Chris1977,2,10.0,0.0,2
$hadow,1,9.0,0.0,1
guy2499,2,8.5,1.5,2
Morselame,3,8.333333333333334,0.9428090415820634,3
WillTDM,2,9.0,1.0,2
Nihilimpo,5,8.8,0.3999999999999999,5
Helsephyne,2,9.0,0.0,2
keuzkeu,6,4.166666666666667,2.793842435706702,6
Cyril28,7,9.428571428571429,0.4948716593053935,7
gregyako,17,7.294117647058823,2.022366286784833,17
Pixel76,1,10.0,0.0,1
Olivier Sanguy,1,9.0,0.0,1
blackmedusa,5,7.4,1.8547236990991407,5
Marvin771,4,8.5,0.5,4
psich,1,10.0,0.0,1
Demz1er,4,7.0,0.0,4
angeliqueetyann,10,7.8,2.9597297173897483,10
Pluto,6,6.833333333333333,1.0671873729054748,6
alsacien68,3,8.666666666666666,0.4714045207910317,3
léo(nard),318,7.39622641509434,2.372586805576156,318
foufur,249,7.008032128514056,2.011996087470318,249
Chakado,62,8.016129032258064,1.6213488558551898,62
Madame Patricia,67,6.940298507462686,1.7609410392540452,67
Eolindel,59,7.796610169491525,2.37057999780608,59
Chris&Isa,1,10.0,0.0,1
sv_93,1,1.0,0.0,1
btex,2,10.0,0.0,2
Clo26,4,8.75,1.6393596310755,4
Papaya37,5,8.2,0.7483314773547882,5
Y0123456789,1,6.0,0.0,1
Mathlemarin,1,2.0,0.0,1
Kimayoda,1,8.0,0.0,1
Peyo85,5,8.0,0.8944271909999159,5
cedricT,12,8.333333333333334,0.8498365855987975,12
Mathelin,24,7.708333333333333,1.8366447367111824,24
fets14,1,5.0,0.0,1
Abithekid,1,8.0,0.0,1
FamilleBoivent,8,6.625,1.4086784586980805,8
speedytblob,1,10.0,0.0,1
coutu,15,7.866666666666666,2.0286832072937253,15
lolo655,1,9.0,0.0,1
Postiga,1,8.0,0.0,1
RyuSHIROW,21,7.285714285714286,2.141269252944487,21
sebc,2,9.5,0.5,2
seiya70,1,10.0,0.0,1
Sephyus,1,8.0,0.0,1
Thibault B,57,7.421052631578948,1.1539006071863405,57
Sigfried38,11,8.0,0.9534625892455924,11
crapouille59,12,5.583333333333333,3.226410113767656,12
vpomerle,9,8.11111111111111,0.8748897637790901,9
oubly,41,6.341463414634147,1.8160498018523203,41
SimonVgr,2,9.5,0.5,2
Fifise,6,8.666666666666666,1.1055415967851334,6
Jiblardo,1,10.0,0.0,1
enfando,8,8.0,0.7071067811865476,8
AM,64,8.09375,2.1485369295173866,64
Cirth,26,8.153846153846153,1.0630980739296352,26
oliv31,1,8.0,0.0,1
sylams,1,9.0,0.0,1
armando,94,6.223404255319149,2.089254449732385,94
Midnight,64,6.9375,2.61530949411346,64
Strixx,3,8.666666666666666,0.9428090415820634,3
lego,27,9.666666666666666,1.5153535218873182,27
Méranger-Galtier,2,7.5,0.5,2
plastic77,49,7.612244897959184,1.7935977585893743,49
ShunSokaro,11,6.545454545454546,1.776801844153824,11
Balika,5,7.6,1.0198039027185568,5
Aafarelo,5,7.8,0.9797958971132712,5
KevinL,48,7.416666666666667,1.5115297622680877,48
taztaaf870,7,8.857142857142858,0.6388765649999398,7
Gringo,12,7.833333333333333,2.303379160180876,12
Patap's,10,9.2,1.469693845669907,10
saroumanjs,1,8.0,0.0,1
mamita,1,9.0,0.0,1
LeoM10,2,10.0,0.0,2
NaHO,29,7.172413793103448,2.1183755246079543,29
p.b,2,9.0,0.0,2
GussMuss,3,10.0,0.0,3
fifipatakess,5,7.6,1.743559577416269,5
Figther,3,6.333333333333333,1.8856180831641267,3
RX13,2,7.5,2.5,2
Pterodoncule,5,7.8,1.16619037896906,5
Stefanyfee,2,2.5,1.5,2
Yoan06,1,9.0,0.0,1
Addictator,1,10.0,0.0,1
bluM,2,8.0,0.0,2
Elisake,6,7.0,2.70801280154532,6
Lancelot45,1,8.0,0.0,1
Turìn,1,10.0,0.0,1
G_Delcourt,14,7.5,0.6267831705280087,14
christophe180,3,6.666666666666667,2.6246692913372702,3
Tirog,3,10.0,0.0,3
Felix50,1,8.0,0.0,1
expectral,58,8.344827586206897,1.4803508919769424,58
brougnouff,111,6.666666666666667,1.918770877849068,111
zombywoof,112,7.696428571428571,2.60438944625321,112
Whitou,14,9.071428571428571,1.0326308782000686,14
Khazaar,8,8.125,2.027159342528357,8
driepick,14,8.214285714285714,1.97044488916196,14
Le Zeptien,34,7.588235294117647,1.1406305546861952,34
dontoto,1,9.0,0.0,1
Volpino,1,9.0,0.0,1
Magic Dwarf,3,9.0,0.816496580927726,3
Korum,8,8.0,2.39791576165636,8
Mafabe1610,1,10.0,0.0,1
Phobos76,3,7.0,2.160246899469287,3
dindon76,84,8.226190476190476,1.8149589427088488,84
Himuraken,38,8.473684210526315,1.7432100170188625,38
Destael,33,7.909090909090909,1.639727182844689,33
FixEd,19,8.052631578947368,2.564405834753649,19
luluBZH,27,6.851851851851852,2.6625482600905825,27
fraxinelle,2,8.0,1.0,2
zerba76,11,8.090909090909092,1.239834699725987,11
Tomawaky,34,8.088235294117647,1.5217568612090038,34
fonz,30,8.766666666666667,1.498517786199268,30
Bejbi,55,6.890909090909091,1.5570686593459375,55
Philphil,2,8.5,0.5,2
gueva,18,7.833333333333333,1.771690968789108,18
Phinebacker,30,6.7,1.9347695814575268,30
tekila32,9,7.222222222222222,1.547598697464902,9
docjoky,13,8.692307692307692,1.2639751327042297,13
popzen,10,7.9,2.5079872407968904,10
Backorifus,3,8.0,0.816496580927726,3
co@ch,4,8.0,0.7071067811865476,4
Lio578,3,7.333333333333333,1.247219128924647,3
vermithrax79,20,7.6,1.42828568570857,20
Bayz59,1,9.0,0.0,1
calibre59,17,8.176470588235293,0.8564835163859432,17
Feqs47,4,7.75,1.299038105676658,4
Frédo Calrissian,1,8.0,0.0,1
Adamlebonperdant,1,3.0,0.0,1
Cytise & Sang Fu,2,9.0,0.0,2
clairezoa,1,2.0,0.0,1
PolPasop,1,4.0,0.0,1
Eliiiiisa,1,6.0,0.0,1
Guiroute,3,9.333333333333334,0.9428090415820634,3
Antoine3146,3,7.333333333333333,0.4714045207910317,3
Blondy1713,2,9.0,0.0,2
babou_jeux,2,7.5,0.5,2
Leludistelorrain,2,8.0,0.0,2
Ju3874,10,7.6,1.8547236990991407,10
Eddie N.,4,8.0,0.7071067811865476,4
Bolio82,7,6.857142857142857,0.6388765649999399,7
thithi25,5,9.0,1.2649110640673518,5
ExtraPaul,1,8.0,0.0,1
Gowan,14,7.642857142857143,1.2309777099724348,14
auprès du jeu,5,6.6,2.244994432064365,5
Nise,1,9.0,0.0,1
pima2904,2,8.5,0.5,2
warlath,120,6.833333333333333,2.38863047697955,120
Domitien,4,8.75,0.82915619758885,4
Hiark,8,8.375,0.6959705453537527,8
François25000,2,9.5,0.5,2
Zogotounga,125,7.488,2.1414611833979147,125
Smileyn,1,6.0,0.0,1
pptroro,2,8.5,0.5,2
kalimero,14,7.928571428571429,1.0326308782000688,14
Rankdar2,10,8.2,0.7483314773547882,10
Bleys,4,6.5,2.598076211353316,4
Lionel2212,28,7.75,3.344772040064913,28
JLS,2,8.0,0.0,2
poloman08,1,8.0,0.0,1
Laulau21,7,8.428571428571429,0.4948716593053935,7
Joan,3,9.0,0.816496580927726,3
Naabo87,8,7.25,0.9682458365518544,8
Risktou,4,8.0,1.8708286933869709,4
Big_Troll,1,10.0,0.0,1
Renardod,6,7.0,2.516611478423583,6
Albator9008,152,7.151315789473684,1.992617520872367,152
utopialist,3,8.666666666666666,1.247219128924647,3
AhBadiane,2,6.0,3.0,2
CaptainFR94,2,7.0,1.0,2
Julienyop,6,9.833333333333334,0.3726779962499649,6
R-liam,8,7.0,1.8027756377319943,8
alanine,7,9.0,0.5345224838248488,7
Pastorius7,2,10.0,0.0,2
Benben772,1,10.0,0.0,1
Karpatz,1,8.0,0.0,1
Saumon85,1,9.0,0.0,1
Micka18,43,7.488372093023256,2.600287041608308,43
Kif,3,7.333333333333333,0.4714045207910317,3
Sirchall,1,0.0,0.0,1
Theachix,2,4.0,3.0,2
Moski,1,8.0,0.0,1
JamesDt,5,8.4,0.4898979485566356,5
Emi33,1,4.0,0.0,1
Altesse59,1,2.0,0.0,1
jeep33,5,9.2,0.7483314773547882,5
konny,9,8.88888888888889,0.5665577237325317,9
On Joue-Tu?,1,8.0,0.0,1
cooper2005,5,9.4,0.4898979485566356,5
Arbre2vie,89,7.235955056179775,2.5485068195349228,89
Juillet,14,8.071428571428571,1.4863322890489148,14
Astur,2,10.0,0.0,2
Philippe Pinon,8,8.875,0.927024810886958,8
M&Ms&L,1,9.0,0.0,1
Hanternoz44130,1,9.0,0.0,1
Younz,3,9.666666666666666,0.4714045207910317,3
GameOfFlines,1,10.0,0.0,1
Axel071721,1,8.0,0.0,1
Asafox,7,9.428571428571429,0.7284313590846835,7
Froggy67,1,8.0,0.0,1
Cindymoitout,1,4.0,0.0,1
Delirium Jerk,1,9.0,0.0,1
papoudark88,527,6.749525616698293,2.234343538113092,527
ThierryW,28,7.071428571428571,2.4190991745537285,28
Gondarch,11,7.636363636363637,1.2984415324623362,11
voxel,1,5.0,0.0,1
saphsaph,1,10.0,0.0,1
Neolithicparano,5,9.8,0.3999999999999999,5
Olive30,1,5.0,0.0,1
damienleboutte,1,9.0,0.0,1
Mib007,5,8.2,2.2271057451320084,5
ladycoccinelle,2,8.0,0.0,2
laure34,1,9.0,0.0,1
SteFBlood,1,9.0,0.0,1
Chred,1,10.0,0.0,1
Metalderock,1,9.0,0.0,1
Artagus,1,10.0,0.0,1
Trispeer,1,10.0,0.0,1
Archias,6,8.833333333333334,0.6871842709362768,6
papyton,8,7.375,1.79843682124227,8
Jeux du lac,1,10.0,0.0,1
Milou,4,7.5,0.8660254037844386,4
nivose,16,7.125,2.057759704144291,16
Migorock,4,8.5,0.8660254037844386,4
Kirlan,14,7.785714285714286,0.939496174140422,14
Maniali,5,8.6,1.2,5
GregRoger,5,8.2,1.1661903789690602,5
Dominique77,55,7.8,2.638181191654584,55
Giludo,3,9.333333333333334,0.9428090415820634,3
niky62,16,8.25,1.25,16
Nenkira,7,8.714285714285714,1.0301575072754254,7
xbrossard,1,5.0,0.0,1
Selyna,1,7.0,0.0,1
Adrien D.,3,3.333333333333333,0.9428090415820634,3
fredohg,18,7.166666666666667,2.0615528128088303,18
ArzaK,53,7.39622641509434,1.2028209396610745,53
toto50,5,9.2,0.3999999999999999,5
BenM56,38,7.894736842105263,1.5006923609877103,38
kharpediem,1,7.0,0.0,1
Figs et Jeux,1,9.0,0.0,1
Varda,5,6.6,1.743559577416269,5
RMA13,1,4.0,0.0,1
Thewitloof,1,9.0,0.0,1
Malock,3,8.0,0.816496580927726,3
Sony,9,7.666666666666667,2.581988897471611,9
EloPb44,2,3.0,0.0,2
-Wizzy-,3,9.666666666666666,0.4714045207910317,3
Yannik,29,8.03448275862069,2.0591722243908435,29
palferso,41,8.487804878048781,2.1427353298143803,41
Doc Topus,6,8.0,1.632993161855452,6
jeje7667,14,7.928571428571429,3.058110661229664,14
Mattgris,2,9.5,0.5,2
Lionel M,1,8.0,0.0,1
Jahz,1,9.0,0.0,1
Jimmy_la_gagne,6,8.166666666666666,1.0671873729054748,6
TALRI113,2,10.0,0.0,2
majordome,5,9.4,0.4898979485566356,5
adiadon,1,10.0,0.0,1
esekion,6,7.333333333333333,1.9720265943665387,6
dunedain,2,9.0,1.0,2
Baal5204,2,9.0,0.0,2
Laraison,1,10.0,0.0,1
Bron,166,5.337349397590361,0.9088203453323428,166
sunderkayl,1,10.0,0.0,1
wazou,1,8.0,0.0,1
Rhamm,6,6.833333333333333,2.3392781412697,6
The Shin',2,8.5,1.5,2
Zeglan,5,8.4,0.4898979485566356,5
Spellgats,12,6.166666666666667,3.4115815817431203,12
ess,2,7.5,0.5,2
Lludd,1,8.0,0.0,1
Loloball,2,9.0,1.0,2
ginette81,1,10.0,0.0,1
Driv3R,2,6.5,0.5,2
GM22,9,7.555555555555555,0.8314794192830981,9
Funryze,4,4.75,2.8613807855648994,4
Vial,10,8.9,1.3,10
Birdwing,4,8.25,0.4330127018922193,4
Rika,63,7.5396825396825395,2.287477274241501,63
oriental,23,7.0,1.4744195615489712,23
MaKdoKro,1,10.0,0.0,1
oterrien,1,10.0,0.0,1
Lougane,2,8.0,1.0,2
Smoon,1,8.0,0.0,1
jamibillou,3,8.333333333333334,1.699673171197595,3
DTidus,1,10.0,0.0,1
Brenda19,1,10.0,0.0,1
Elliiimac,1,8.0,0.0,1
mrgreth,2,9.0,0.0,2
Renardargent,3,8.0,0.816496580927726,3
Bidoulait,3,8.0,1.632993161855452,3
NiceCall,4,6.75,1.299038105676658,4
Hdeuzo,4,8.5,0.5,4
Padawan75,5,8.2,1.1661903789690602,5
JaBBalhut,2,8.0,0.0,2
tibilu,6,8.166666666666666,1.5723301886761003,6
Cyril67100,3,7.666666666666667,1.247219128924647,3
Belorom,1,9.0,0.0,1
Lu-che,2,7.5,1.5,2
Zouch23,3,8.666666666666666,0.9428090415820634,3
DaVinci71,1,10.0,0.0,1
Jiddu,5,8.2,1.6,5
Krislac,1,8.0,0.0,1
Gach,1,8.0,0.0,1
Olfg,5,7.8,1.16619037896906,5
Maxiveli,4,8.25,0.4330127018922193,4
Mctypon,4,8.75,0.82915619758885,4
Trevor_Reznik,2,8.5,1.5,2
camilleg,8,9.5,0.5,8
Mariabreizh,1,10.0,0.0,1
Barbarossa,1,10.0,0.0,1
gegenat,1,9.0,0.0,1
Thegov,1,9.0,0.0,1
Ilaria68,1,9.0,0.0,1
yoyodrums06,3,8.333333333333334,0.4714045207910317,3
Tuttle,9,8.333333333333334,1.7638342073763935,9
Cobowyette,1,10.0,0.0,1
Joe-l,5,8.4,0.4898979485566356,5
GuillaumeBarbu,9,7.555555555555555,0.4969039949999533,9
V1nce18,1,6.0,0.0,1
Mzelle,7,6.285714285714286,2.4327694808466287,7
ChewbaGuy,6,7.833333333333333,0.6871842709362768,6
Oblik,5,8.0,1.7888543819998317,5
mistyque,1,9.0,0.0,1
Gilles69,3,7.666666666666667,0.4714045207910317,3
loladobbelsteen,2,9.0,0.0,2
XavierDESIGN,31,8.516129032258064,2.197813689922042,31
Tanandil,3,4.0,3.559026084010437,3
Justinegn,6,8.666666666666666,1.3743685418725535,6
le trappeur 59,12,9.0,0.5773502691896257,12
cyrphilip,4,8.25,1.479019945774904,4
Luckyslug,3,8.666666666666666,0.4714045207910317,3
Juanit0oo,1,9.0,0.0,1
Deuns,5,7.6,0.4898979485566356,5
Akky,13,7.615384615384615,1.002954216185023,13
JoDgD,1,9.0,0.0,1
Martin Piqueur,5,9.6,0.7999999999999999,5
Martine Piquette,4,6.25,1.920286436967152,4
macmanaman,2,5.5,1.5,2
messahira,63,8.031746031746032,2.239389471561702,63
znokiss,2,6.0,4.0,2
kerkael,1,6.0,0.0,1
Orchal,1,9.0,0.0,1
batblues,1,7.0,0.0,1
cantoine06,3,7.666666666666667,1.247219128924647,3
ike34,1,9.0,0.0,1
Wakajawaka,19,7.578947368421052,2.110519753238255,19
big_billou,41,7.560975609756097,1.7256851659813393,41
LapetiteGarnouille,17,7.588235294117647,2.1436314303868937,17
La_Gofr,7,9.142857142857142,0.989743318610787,7
Manelo,1,10.0,0.0,1
Ominae,26,8.5,1.083086756948363,26
frodet,75,6.426666666666667,1.812352676004927,75
Matthieu.CIP,1,10.0,0.0,1
gavril,13,8.461538461538462,2.468739467058648,13
KiaraPuce,1,8.0,0.0,1
manuvinz,4,9.5,0.5,4
MoukyDup,3,6.666666666666667,1.8856180831641267,3
brice.richard,2,8.0,0.0,2
phoelis,6,8.833333333333334,0.8975274678557508,6
pikikouik,1,1.0,0.0,1
savary,8,8.625,0.6959705453537527,8
theprestigecity,1,8.0,0.0,1
Woodywoodwoo,1,8.0,0.0,1
JUJUDEMDEM,2,7.5,0.5,2
LinksTheSun,3,7.666666666666667,0.9428090415820634,3
Isableue,1,6.0,0.0,1
Davidegama,2,9.5,0.5,2
pepkiller,1,8.0,0.0,1
gentilludo,2,7.5,0.5,2
jpflo62,1,8.0,0.0,1
PF4414,1,10.0,0.0,1
Nicolas44,10,7.1,1.445683229480096,10
Narsir,21,7.761904761904762,1.8999940326914289,21
Vinkiky,6,7.666666666666667,1.4907119849998596,6
GTG305,2,4.5,1.5,2
MathieuAmyot,1,10.0,0.0,1
Chrisden44,1,5.0,0.0,1
Ooryl4,1,9.0,0.0,1
Panpa,1,9.0,0.0,1
MrSpek,6,8.333333333333334,0.4714045207910317,6
jeremy.cournet,1,7.0,0.0,1
JuBlc29,4,8.0,1.224744871391589,4
Torenc,37,6.702702702702703,2.2283779686295984,37
jmonniot,12,7.5,2.217355782608345,12
HAC85,2,9.0,0.0,2
essaga,1,10.0,0.0,1
schoenacker,5,7.2,1.6000000000000003,5
Triolet07,7,8.857142857142858,1.2453996981544786,7
Gabriel.der.Franzose,3,9.0,0.816496580927726,3
crow dog959,3,6.666666666666667,2.357022603955158,3
kerela,3,8.333333333333334,1.699673171197595,3
Damsurf,1,9.0,0.0,1
Timo,2,8.5,0.5,2
Ludi1863,1,9.0,0.0,1
MaxiRobes,1,8.0,0.0,1
MunchGuy,2,8.0,0.0,2
emmayo,4,9.25,0.4330127018922193,4
jjelche25,1,10.0,0.0,1
Koub_cthulhu,3,8.0,0.816496580927726,3
Crazyman,2,9.5,0.5,2
Valousko,16,7.625,0.927024810886958,16
Kendaryth,1,10.0,0.0,1
Krilok,10,7.9,1.6401219466856725,10
guerab,2,8.5,0.5,2
wanolen,1,9.0,0.0,1
zben,3,9.333333333333334,0.9428090415820634,3
emmanuel.denis,26,7.346153846153846,0.95845659956747,26
CamLavs,2,8.0,0.0,2
jimjones,6,9.833333333333334,0.3726779962499649,6
ludoxbow,6,8.0,1.0,6
CedricMillet,2,10.0,0.0,2
Renaud_J_99,82,9.109756097560975,0.8554858491363704,82
Q.COT,20,7.2,1.96468827043885,20
X60,5,6.8,2.56124969497314,5
Briouch,3,9.666666666666666,0.4714045207910317,3
Berice1,10,9.5,1.02469507659596,10
benjamin1901,11,8.181818181818182,1.02851895445316,11
Evilmarmotte,3,6.666666666666667,0.9428090415820634,3
costyman,1,8.0,0.0,1
heloise94,1,9.0,0.0,1
Nonaldebordal,1,6.0,0.0,1
IPAlex,2,8.5,0.5,2
