author,nb_avis,notes_moyennes,ecart-type,nb_commentaires
Monsieur Guillaume,66,7.727272727272727,1.28564869306645,66
morlockbob,1213,6.098928276999176,1.706910595589478,1213
SwatSh,568,7.026408450704225,1.9449301524622304,568
Timi JeuxATheme,179,7.854748603351955,1.2600954643430102,179
prunelles,35,8.914285714285715,1.2955181770005295,35
BSI40,298,7.23489932885906,1.5774810510352848,298
kakawette,201,7.034825870646766,1.6157745688186702,201
PawnPawn,135,6.725925925925926,1.6796367756800092,135
M.PinK,144,7.180555555555555,1.7898354121173092,144
micmac85,84,7.535714285714286,1.1489791387246724,84
Max Riock,115,8.347826086956522,1.3256235826197913,115
Olfenw,56,7.928571428571429,1.8789923482808435,56
axelian73,116,7.7155172413793105,2.250693511828186,116
MisTeR ToON,137,7.0,1.4142135623730951,137
Godferdom,12,5.75,3.217789096051304,12
Lilly,16,7.875,2.315032397181517,16
letroyenfou,19,8.052631578947368,1.0989796325169,19
Tostaky37,12,6.416666666666667,3.147971127920684,12
Empédocle,54,6.314814814814815,2.544595391500815,54
lenantaisdemontelimar,8,8.875,1.165922381636102,8
AtomChris,1,8.0,0.0,1
livingdeadcats,46,7.5,1.2291743428893198,46
Ricardo31,21,8.380952380952381,1.9389783877621267,21
Player One,13,8.615384615384615,0.8355984993230936,13
expliquemoica,3,7.666666666666667,0.4714045207910317,3
koala von koala,5,8.6,0.4898979485566356,5
Madame Mathilde,10,8.1,0.9433981132056604,10
Antoinette,113,7.920353982300885,1.7606394299032837,113
Sempre Sainté,16,6.625,1.1110243021644486,16
le.meeple.jaune,72,8.416666666666666,0.9824855102126328,72
Emmanuel72,18,8.444444444444445,1.0657403385139377,18
MMM86,10,8.1,0.8306623862918073,10
grotesk,95,7.431578947368421,1.39663227710501,95
Jones,240,6.6875,1.7648919938625138,240
bunnypookah,185,6.708108108108108,1.7339812615307195,185
sebduj,49,7.693877551020408,1.9918618265398471,49
Olène,33,9.0,2.015094553763188,33
Djellal,83,7.349397590361446,1.3211325457226797,83
Greta,100,6.97,1.0904586191139949,100
castorjunior,143,7.440559440559441,1.2880427914012826,143
égécriéaline,66,7.348484848484849,2.332201614565635,66
Canardidou,24,8.5,1.6072751268321592,24
SAPEUR,9,7.666666666666667,1.3333333333333333,9
macrenz0,53,7.811320754716981,1.099855972965259,53
dodylafraise,51,7.254901960784314,1.594637302850781,51
Hagrael,23,9.217391304347826,1.1779319290560055,23
zeibacker,8,9.25,0.6614378277661477,8
Elcoyot,10,7.9,1.3,10
Patmol,22,8.363636363636363,0.9791208740244552,22
Casimir Morel,52,6.961538461538462,1.5684575772387448,52
tom_poutre,20,8.2,0.9797958971132712,20
boscouzareix,1,1.0,0.0,1
Watanuki21,1,8.0,0.0,1
John Lénine,19,7.947368421052632,2.038412287477588,19
AkoaTujou,17,8.235294117647058,1.0017286097603766,17
PapaJeux,21,6.047619047619048,2.148669366224472,21
Nékycool,40,7.2,1.0770329614269007,40
El Lorenzo207,16,7.6875,1.6476782908080083,16
Delorean,56,6.928571428571429,1.3477115902938006,56
Jeeps,17,8.058823529411764,0.8022459821756386,17
plumesdanges,27,8.222222222222221,1.2570787221094175,27
Didi5962,14,7.857142857142857,1.456862718169367,14
Sirien,12,7.333333333333333,0.9428090415820632,12
Gregos38,9,6.777777777777778,0.9162456945817024,9
ultraviolet,7,8.285714285714286,1.4846149779161808,7
ragoudcep,3,8.0,0.816496580927726,3
Pollo,16,7.4375,2.344374916688881,16
Meeplejuice,24,6.875,1.393810723639811,24
Heroisu,4,8.0,0.0,4
Gido_L4,25,9.28,1.8443427013437603,25
TwinsenLBA,127,7.05511811023622,2.1674292134920563,127
Guillaume,91,6.923076923076923,2.174935993656002,91
Henrri,12,7.583333333333333,2.628635049264584,12
valreva,206,7.41747572815534,0.9453439487560652,206
montaignec,8,6.875,1.6153559979150107,8
Arkiris,5,9.2,0.3999999999999999,5
Phigalac,1,8.0,0.0,1
Legaspy,2,9.0,1.0,2
arnyanka,63,8.26984126984127,1.129775215826936,63
Suzy-one1996,17,7.470588235294118,1.143660123248446,17
Gaélion,19,7.368421052631579,1.2230473724865527,19
Getno,3,8.333333333333334,0.4714045207910317,3
Michrone,1,8.0,0.0,1
Tigragon22,29,7.620689655172414,1.4951367854261242,29
cedric-XIII,4,8.5,1.118033988749895,4
Des Jeux Une Fois,15,8.8,0.9797958971132712,15
Joseph Foussat,1,9.0,0.0,1
Apos,90,8.011111111111111,1.2604623882126609,90
MysterMystere,19,8.263157894736842,1.942383377604835,19
Mephisto42560,98,7.795918367346939,1.6222885301230363,98
Dezzy,1,10.0,0.0,1
crossangel,224,7.571428571428571,2.758798540625085,224
Bart94,27,8.333333333333334,0.6085806194501846,27
CGKrr,11,8.181818181818182,2.16661368869327,11
djakarn,18,8.444444444444445,2.891024851390596,18
Captain Pat,5,7.4,1.019803902718557,5
Sn4fu,1,10.0,0.0,1
vinsf31,3,9.0,0.0,3
SgtPerry,2,10.0,0.0,2
Mattintheweb,239,7.125523012552302,1.6315845798187176,239
Foussa67,134,7.529850746268656,2.4147874617005134,134
tapimoket,69,8.971014492753623,1.0210965190613643,69
NewTom,107,8.925233644859814,0.934299023351864,107
Abienesst,68,8.661764705882353,1.694370385559252,68
boardgameguix,192,6.171875,1.495354133432947,192
thepetolet,92,8.16304347826087,1.5271255601195697,92
PaniQuest,40,8.775,1.2346558224865742,40
Capalwest,35,9.228571428571428,0.5897076411585798,35
6*M*A*S*H,15,7.6,2.274496281230931,15
Newton7900,30,7.6,1.3564659966250538,30
happymike,28,7.642857142857143,1.34202101628971,28
spyrolivier,3,9.0,0.816496580927726,3
myrdal,1,9.0,0.0,1
arena,21,8.904761904761905,0.6098213559459855,21
Serge A. Storms,1,8.0,0.0,1
Similie,14,9.714285714285714,1.0301575072754257,14
Lartgonaut,19,8.421052631578947,0.7480352843974681,19
Nida,8,9.875,0.3307189138830738,8
Artignac,18,7.888888888888889,1.9969111950679368,18
Turbolily,5,8.6,1.8547236990991407,5
trukmuch,33,8.090909090909092,1.3787046261911908,33
inapter,26,7.769230769230769,2.1538461538461537,26
Freeple,4,8.0,1.7320508075688772,4
eveb,3,8.0,0.816496580927726,3
GeorgeFMS,5,9.0,0.6324555320336759,5
Dams$sowW,1,10.0,0.0,1
LaBoule07,58,7.913793103448276,1.0873010362363835,58
La Bonne Pioche,3,8.666666666666666,0.9428090415820634,3
Sale Gosse,29,6.689655172413793,1.74402325743473,29
prosperitay,35,6.485714285714286,1.0245954901166352,35
X Wouilm,43,8.627906976744185,1.4309414012014108,43
Jib Mann,33,6.878787878787879,2.156843593851424,33
Macteyss,29,8.620689655172415,0.8474624639616901,29
Ecocita,59,7.47457627118644,1.369843888215373,59
Fabcz,3,9.333333333333334,0.4714045207910317,3
gerard du 56,1,10.0,0.0,1
UnMetalleuxAnonyme,5,8.2,1.32664991614216,5
Yocha44,2,9.5,0.5,2
Alexbeno,2,10.0,0.0,2
lhr76,3,8.0,0.816496580927726,3
Tourteau,16,8.625,0.7806247497997998,16
Fabifab183,3,9.666666666666666,0.4714045207910317,3
Lithienne,11,7.545454545454546,0.782029569731148,11
Illyana86,2,9.5,0.5,2
DanSliman,41,7.853658536585366,1.2008325487893825,41
Johnnybgood,17,8.882352941176471,1.277974175435319,17
Fabbbb,9,8.555555555555555,1.1653431646335015,9
La tuile de jeu,12,7.416666666666667,0.759202798262025,12
Victorbob,3,9.0,0.816496580927726,3
HappyMSI,4,8.5,1.5,4
laloutre87,47,6.76595744680851,1.3716392733009528,47
Llbgr,2,9.0,1.0,2
Pistibouc,51,7.764705882352941,1.7555317086744624,51
Inxdayy,7,7.142857142857143,1.8844151368961315,7
Kylieske,3,5.333333333333333,1.8856180831641267,3
Haumea Games,4,9.0,0.0,4
studiordl,197,8.629441624365482,1.4977974329479906,197
harveyfox,127,7.84251968503937,1.7271577710643382,127
RP,90,8.077777777777778,1.904542976836513,90
zachtman,79,7.708860759493671,2.0072772586940526,79
william150574,127,9.125984251968504,0.6017314385682778,127
Salmanazar,50,7.46,2.2821919288263204,50
gepefun,76,6.855263157894737,2.030711227290247,76
Wart,12,7.0,2.41522945769824,12
Ratman,45,8.022222222222222,2.185699876610987,45
Azarian,9,9.333333333333334,0.4714045207910317,9
Cesium,37,8.621621621621621,1.3426748484728883,37
Ric555,13,6.461538461538462,2.706555705501412,13
Doc-Fox,18,8.666666666666666,1.414213562373095,18
jayx31,32,9.4375,1.1439378261076951,32
Mi-Bantou,45,8.355555555555556,1.1767290928776646,45
Proute,17,9.647058823529411,0.8360394355030528,17
Brenoît,2,8.5,0.5,2
fabrice1984,18,7.0,2.3570226039551585,18
CROqueurs Ludiques,3,8.666666666666666,0.4714045207910317,3
CedPet,11,8.090909090909092,1.8317674254190808,11
ender71,12,9.083333333333334,1.8911342863183696,12
Terr'en Jeu,21,7.142857142857143,2.4743582965269675,21
ko-alalou,18,8.61111111111111,2.4751854899939403,18
erg machaon,2,9.0,0.0,2
benjamin63,4,8.5,1.118033988749895,4
mystik91,49,8.081632653061224,1.226189296799984,49
Tsinapah,1,10.0,0.0,1
Marzoki,1,10.0,0.0,1
Davandco,4,7.75,0.4330127018922193,4
naldov,6,7.833333333333333,0.6871842709362768,6
Ralfhar,26,6.807692307692308,1.881473047482309,26
dzep,3,8.666666666666666,0.4714045207910317,3
WoWoninWow,1,7.0,0.0,1
Siana83,1,7.0,0.0,1
Jen2387,50,6.9,1.5,50
actarus007,2,5.0,4.0,2
TomTom 17,1,10.0,0.0,1
pat77,5,9.6,0.4898979485566356,5
Pastardhino,2,9.0,0.0,2
ludogeek,2,6.5,1.5,2
MrN0mbre,2,9.0,0.0,2
Schouchi,3,8.0,0.816496580927726,3
Katsuro,39,5.743589743589744,1.5806189751202502,39
Krrro,18,7.166666666666667,2.006932429798716,18
Apo Sun Tzu,1,10.0,0.0,1
Kashyyyk23,23,7.826086956521739,1.7358665024067068,23
NAT - GIFL,63,7.809523809523809,1.3552618543578767,63
Benvenuto,3,9.666666666666666,0.4714045207910317,3
Leolio,1,8.0,0.0,1
nanasss,8,7.75,1.0897247358851685,8
Celsam,1,10.0,0.0,1
Trouduc34,1,10.0,0.0,1
Lmar34,1,8.0,0.0,1
yogeek,1,10.0,0.0,1
Nanane,1,8.0,0.0,1
Metalliphoenix,1,10.0,0.0,1
Angebad,1,9.0,0.0,1
Maggg,1,10.0,0.0,1
Jojospen,1,10.0,0.0,1
Spenfred,1,10.0,0.0,1
chlochlo,1,10.0,0.0,1
Yo66,1,8.0,0.0,1
Delgaservian,1,10.0,0.0,1
EnagromE,4,8.25,0.4330127018922193,4
Krees,1,8.0,0.0,1
Kush,1,8.0,0.0,1
Monkeyscafé,1,8.0,0.0,1
Amok66,7,8.428571428571429,1.178030178747903,7
galinette34,1,10.0,0.0,1
mickadev,1,10.0,0.0,1
Govin,1071,6.2138188608776845,1.5532969907323997,1071
pepetteuh,370,7.554054054054054,1.295959332569026,370
Sherinford,180,7.294444444444444,2.2052896565158515,180
stueur,118,8.033898305084746,1.6412696789832155,118
petitprince67,16,7.9375,1.818954026356906,16
grigou,57,7.12280701754386,1.676150303508237,57
apiret,49,7.26530612244898,2.4140364216524475,49
babouille,3,10.0,0.0,3
antonynoh,4,8.5,0.8660254037844386,4
César,20,8.0,1.51657508881031,20
PerdantGrincheux,29,7.586206896551724,2.025990458147364,29
clerbouf,1,9.0,0.0,1
lerandomeeple,1,9.0,0.0,1
Ced77,5,8.8,0.3999999999999999,5
monkyky,178,7.550561797752809,2.4125665198027573,178
thespios,291,6.762886597938144,1.6955968601722164,291
adel10,261,6.605363984674329,2.456013411813829,261
perno,125,7.28,2.5095019426173,125
kogaratsu,83,8.325301204819278,1.6870051437558775,83
fatmax66,89,7.101123595505618,2.702661791642648,89
Zergeniel,3,8.333333333333334,0.4714045207910317,3
Alvaten,51,7.392156862745098,1.8372873372741143,51
Syr99,34,8.147058823529411,1.7172541855288237,34
MacNamara,5,6.4,3.2619012860600183,5
dabiglulu2.0,23,8.26086956521739,1.9160056118722348,23
asciiman,3,8.666666666666666,0.4714045207910317,3
kazael,4,7.0,2.1213203435596424,4
Glakus,54,7.666666666666667,1.835856849095368,54
Khensha,1,8.0,0.0,1
Boomboom92,28,8.928571428571429,0.8835226340609272,28
Jhare,1,3.0,0.0,1
genesteal,29,9.517241379310343,0.8952244817756667,29
Maedh,11,8.181818181818182,0.935966376453364,11
Youps,13,8.076923076923077,1.5423028965971863,13
tapon,46,8.0,1.4295028019803129,46
007alex,1,1.0,0.0,1
Syao Tal,1,10.0,0.0,1
Pirate d'eau douce,47,8.680851063829786,0.9249814944376238,47
bacco,435,7.333333333333333,1.5570873683891142,435
ddbas,170,6.8352941176470585,2.1738935458731485,170
Christhiof,18,7.888888888888889,0.6573421981221796,18
chrisclapton,25,6.64,1.9365949499056323,25
trooper,18,8.333333333333334,1.563471919941143,18
Mesma,14,8.071428571428571,2.6312486366276957,14
Ricardo,14,9.0,1.2535663410560174,14
Franck77,13,8.384615384615385,1.146128032750103,13
Flatiti,9,6.111111111111111,3.6038388311615233,9
tetounos,6,7.0,3.265986323710904,6
Pascal85,4,5.5,3.2015621187164243,4
Huruk_an,18,9.166666666666666,1.166666666666667,18
mymyching,1,9.0,0.0,1
bookick,3,8.0,2.160246899469287,3
matjoly,11,7.818181818181818,0.9359663764533636,11
Este05,9,7.888888888888889,1.1967032904743342,9
tchitchoball,26,6.807692307692308,1.3592766959286382,26
Mr KipoO,34,6.852941176470588,1.7511736054828466,34
sacam,1,8.0,0.0,1
Johrz,2,9.5,0.5,2
LenBoard,6,8.166666666666666,1.0671873729054748,6
adri025,1,10.0,0.0,1
Gahomir,1,10.0,0.0,1
fannylap,3,6.0,3.559026084010437,3
Alex Lmrl,5,8.6,0.4898979485566356,5
Ennuie,2,10.0,0.0,2
Gauvain86,20,8.35,1.388344337691482,20
fredophil,1,9.0,0.0,1
vinz044,4,9.25,0.4330127018922193,4
Filafar,1,10.0,0.0,1
beRtuj,96,7.635416666666667,1.809234366536175,96
Aquasilver,59,6.779661016949152,2.518190072457337,59
Sovabear,29,7.793103448275862,1.1258501874010007,29
Mesnard Emmanuel,1,8.0,0.0,1
Th4N4,15,8.333333333333334,1.5347819244295116,15
Globesto,1,10.0,0.0,1
Guid,3,8.333333333333334,1.247219128924647,3
Choirmou59,14,7.357142857142857,2.378689400763816,14
Quintus Berin Gar,1,5.0,0.0,1
adeline80,4,8.5,0.8660254037844386,4
Pascalinho67,3,7.666666666666667,0.4714045207910317,3
lynkowsky,413,7.772397094430993,2.02801524348023,413
Ran Cadren,1,1.0,0.0,1
JPRyan,6,8.166666666666666,1.3437096247164249,6
borobean,166,6.855421686746988,1.6656163526540193,166
timulacre,77,6.48051948051948,1.9514256500831204,77
soze,72,6.888888888888889,2.3953401263677883,72
Nim928,122,7.901639344262295,1.3082953247690996,122
Hypermoi,28,7.964285714285714,2.412499339113794,28
Captain Minouz,1,9.0,0.0,1
ppmax,10,9.0,1.61245154965971,10
Celmakie,3,7.333333333333333,3.0912061651652345,3
Gplay,2,9.0,0.0,2
Vraink,1,8.0,0.0,1
Lcbc,5,7.8,1.939071942966532,5
Balrog26,18,7.833333333333333,0.8333333333333334,18
Peutre,4,9.25,0.82915619758885,4
thomasdelille,6,7.833333333333333,1.2133516482134197,6
Sendo,1,10.0,0.0,1
ka123,1,10.0,0.0,1
pepsister,13,7.076923076923077,2.4325212770525995,13
Dark Moustache,4,8.75,0.4330127018922193,4
Ara Qui Rit,51,7.15686274509804,2.1906445377936183,51
reskape.57,80,7.475,1.4402690720834073,80
Otto von Gruggen,7,8.571428571428571,3.1102201510110348,7
Psylonius,6,7.5,1.118033988749895,6
dje03,268,7.126865671641791,2.4355012410977577,268
le coach,22,8.909090909090908,1.0405021038417814,22
kkouet,9,6.666666666666667,4.055175020198813,9
bihan007,3,7.666666666666667,0.4714045207910317,3
thierry2015,3,10.0,0.0,3
MakiSo,5,8.4,0.7999999999999999,5
mika33,5,10.0,0.0,5
Davidloz,1,9.0,0.0,1
Chokapixx,5,9.2,1.1661903789690602,5
grombabeu,1,10.0,0.0,1
desjeuxetdesbières,14,8.857142857142858,0.6388765649999398,14
fab63fab63,1,5.0,0.0,1
Loupsteppe,1,10.0,0.0,1
xamzast,4,8.0,0.7071067811865476,4
Evanes,440,9.702272727272728,0.8607577624511064,440
dugsyu,46,7.565217391304348,1.4840041883370447,46
dox,4,8.25,1.479019945774904,4
Tlmk77,22,6.636363636363637,1.6934487281997417,22
Dou douille,37,8.432432432432432,1.8089946519655689,37
Outlander,8,8.625,0.8569568250501305,8
limp,1386,6.83044733044733,2.009205927202114,1386
serraangel,874,6.625858123569794,2.0924446211206837,874
Sharney,6,8.0,0.816496580927726,6
SDO,9,7.666666666666667,1.1547005383792517,9
Docteur Mops,424,7.702830188679245,2.1116012678913454,424
Morfal,245,6.795918367346939,1.9895604256251311,245
lilikiwi,89,7.910112359550562,1.888108556190454,89
Djinn42,103,8.533980582524272,1.453589691045663,103
Zigimel,105,6.838095238095238,2.061547313127457,105
Arathelis,69,7.289855072463768,1.6862740788054245,69
MaǝlStrøm,35,6.714285714285714,2.502243890949865,35
zanzeoo,45,5.666666666666667,2.043961295567452,45
LedLink,29,9.06896551724138,0.8275862068965516,29
Bastien14,8,7.625,2.2878756522153907,8
DriByk,121,7.041322314049586,2.117993336190346,121
tcho,4,8.5,0.5,4
Gif Gi,15,8.733333333333333,1.6519348924485158,15
jmb,6,8.166666666666666,2.9674156357941426,6
Xander,13,7.923076923076923,1.071414482860317,13
grandcayo,2,10.0,0.0,2
Papuchette,4,9.0,0.7071067811865476,4
Altaride,7,8.428571428571429,0.7284313590846836,7
KraKen,50,6.0,2.1908902300206643,50
Le Grenier Ludique,20,8.3,1.1874342087037917,20
tomshaun,9,8.333333333333334,1.4142135623730951,9
roadeur,8,7.875,1.2686114456365274,8
CC2180,3,8.0,0.0,3
billou31,3,8.333333333333334,0.4714045207910317,3
OilevirDagriden,28,7.785714285714286,1.2916529514303658,28
Audrey94,1,8.0,0.0,1
raphaelpoubel,3,9.333333333333334,0.9428090415820634,3
Lorie D,1,10.0,0.0,1
Ksper45,19,7.421052631578948,1.4623625252052426,19
Arteez,7,8.285714285714286,0.4517539514526256,7
Aeli,15,8.2,1.0456258094238748,15
Amaurette,8,7.625,0.4841229182759271,8
louisbuena,7,8.428571428571429,0.7284313590846835,7
dawilok,8,6.375,1.3169567191065925,8
dieuzdonne,28,7.785714285714286,1.589185390091928,28
Samoidor,1,9.0,0.0,1
jullo,17,8.941176470588236,0.7252251768198796,17
lol2804,1,10.0,0.0,1
elyrelle,14,8.071428571428571,1.0326308782000686,14
Le Ludopathe,9,8.11111111111111,1.286204100310025,9
AurelienV,14,9.142857142857142,0.9897433186107868,14
Athorey,8,6.875,2.7585095613392387,8
MigWell19,4,9.75,0.4330127018922193,4
meliadus94,521,6.218809980806142,1.7530098395279907,521
barbi,8,8.625,0.9921567416492216,8
charbo75,64,6.796875,1.5225357908354733,64
Ludomane,21,9.952380952380953,0.2129588549999798,21
Benseil,6,6.0,1.4142135623730951,6
Moyocoyani,163,7.680981595092025,0.8267426025974484,163
macmun,19,7.105263157894737,1.7440043711348308,19
rei666,6,8.166666666666666,0.6871842709362769,6
Srikiki,12,6.75,1.876388374866284,12
Harry Cover,511,7.457925636007828,2.057322087227771,511
merlin2812,267,6.917602996254682,1.7224963005212428,267
rammillica,63,6.095238095238095,3.1758727620062994,63
ocelau,132,8.151515151515152,2.101532083565531,132
Mr Gruiiiik,87,7.160919540229885,1.5965016583926128,87
Nicoduxx,69,7.057971014492754,2.0279500463433973,69
Rickdangerous,8,6.125,3.75624480032918,8
Anti,27,8.74074074074074,0.6988134171893783,27
HappyKoala,38,9.236842105263158,1.0370558155388436,38
Dune85,12,7.5,1.118033988749895,12
christlord28,4,7.75,1.479019945774904,4
RV72,17,8.176470588235293,0.9226110083151836,17
Simfou,15,7.333333333333333,0.7888106377466154,15
Les_jeux_en_folie,45,8.844444444444445,0.965068922249265,45
Thomas241193,35,7.3428571428571425,1.1696851137404989,35
GabrielV,1,10.0,0.0,1
Gigi,1078,6.338589981447124,2.082129693387312,1078
Lapinesco,487,6.6447638603696095,1.1899166949634137,487
LudiKev,199,7.597989949748744,1.5068340066235164,199
backerfield,466,7.416309012875536,1.8350638512017632,466
moiseursula,400,7.99,2.1874414277872654,400
DidOo,400,5.4075,2.461999949228271,400
prems,340,7.455882352941177,2.403635870493673,340
Pac,414,7.268115942028985,1.74125775688995,414
leonmars,277,6.51985559566787,2.564081804976801,277
pierre2.0,395,6.622784810126582,2.2154777389811766,395
XavO,227,6.008810572687224,1.9644218515413985,227
Lunedor,218,7.137614678899083,2.087392868901858,218
Sebast,106,7.509433962264151,2.0706633838971986,106
BDPHILOU,341,8.058651026392962,2.278824476680786,341
Oystercult,281,7.238434163701068,1.946824141659476,281
L'idiot au pseudo trop long,259,6.243243243243243,2.926167176741296,259
speanuts,229,6.528384279475983,2.3615048697195578,229
Groddur,249,8.072289156626505,2.06782464822968,249
Numero6,340,7.064705882352941,1.9407218719030983,340
mike35,231,7.35064935064935,1.970120310341016,231
mistercyr,193,7.44559585492228,2.053278380078262,193
Atanaheim,94,7.340425531914893,1.5267347405029994,94
magicjl,217,6.755760368663594,2.087989904476153,217
Bis Minami,192,7.03125,2.041002230318886,192
Zypher,97,6.206185567010309,2.980825819047975,97
Manu0801,208,6.581730769230769,2.310730171940202,208
pepou13,189,7.216931216931217,2.182307186590503,189
cedha2000,220,7.45,2.2668059226385253,220
Tomdeath,195,7.641025641025641,1.6374962045315886,195
Elendriel,117,7.316239316239316,1.7377142499624634,117
Actorios,189,6.846560846560847,2.0606546765611045,189
Tartilou,101,8.227722772277227,1.8448815364518203,101
le Zakhan noir,166,7.734939759036145,1.7974837656950595,166
morelju,141,7.666666666666667,1.8931255504804203,141
jquelin,97,7.371134020618556,1.2626235787542155,97
Stouf,185,6.47027027027027,1.991992736454908,185
shaudron,79,7.189873417721519,2.3657682637248763,79
dabiglulu,137,7.430656934306569,1.9172502375920584,137
Raphaël,141,6.283687943262412,2.304255210004602,141
Don Diego,144,4.472222222222222,2.081480657703805,144
RickyPimous,173,7.040462427745664,2.4761483737489467,173
rataté,66,7.212121212121212,1.5326264989577931,66
cossack39,100,6.13,2.2875969924792265,100
minotaure,152,6.3355263157894735,1.7544832758099895,152
Emmanuel.G,118,8.059322033898304,1.8608015990990072,118
Vimaire,113,6.920353982300885,2.226714683513848,113
florica.fluture,83,6.987951807228916,1.9480851018224328,83
Des Dés ProD Jeux,62,9.14516129032258,1.3301318658076893,62
madbubble,100,8.07,1.7507426995421125,100
KOLAN,104,7.605769230769231,1.841917214119201,104
Xav,91,7.6923076923076925,1.8016616731357544,91
pounous,92,6.869565217391305,2.3692660361585656,92
Albatur,100,6.43,2.192053831455789,100
Alix,131,7.480916030534351,2.005150410448464,131
Einherjer,43,8.186046511627907,2.14861571394439,43
Khelz,74,8.216216216216216,2.0942022300335688,74
Jorasses,67,6.895522388059701,2.030618818688582,67
DarkTsume,57,6.87719298245614,1.6865845840778335,57
Primesinister,33,7.212121212121212,2.371006380850734,33
Khoriakei,61,7.639344262295082,1.7651711186751236,61
fred1268,44,6.181818181818182,1.8982375470746455,44
rafpark,34,8.529411764705882,1.7018207225281687,34
lilajax,66,8.196969696969697,2.271161076508084,66
Butch Cassidi,32,7.875,1.8666480653835096,32
gwailo,21,7.380952380952381,2.23556087510581,21
mementofinis1187,77,6.714285714285714,2.137222027841148,77
Merciman,55,7.490909090909091,1.989725675680647,55
cgone,63,6.666666666666667,2.90046520625544,63
Mara,29,6.344827586206897,2.7826539312871743,29
cannibalnico,44,6.954545454545454,2.3544401520854312,44
azerty2105,34,8.647058823529411,1.3034423415388436,34
Sparda,45,8.355555555555556,0.6718318425702656,45
Masathyr,67,6.477611940298507,2.174191968314047,67
archos,78,5.961538461538462,2.344892473027105,78
shakaysloupe,49,5.510204081632653,3.314300794175003,49
Salem2612,36,8.38888888888889,2.085369375458163,36
greg909,48,5.583333333333333,2.1969043877440115,48
Serval-Wolverine,37,7.891891891891892,1.8568177337640723,37
john_randalf,23,8.695652173913043,1.7304129340984693,23
eberron,50,7.92,1.831283702761536,50
Jojo92,18,7.111111111111111,2.0245407953654,18
Skinner,68,6.970588235294118,1.494800677596831,68
ULFHEDINN,17,7.823529411764706,2.0929937499596702,17
Nekromantik,43,5.8604651162790695,2.602158275478952,43
alexander37,46,7.217391304347826,1.7926546198337654,46
martin,15,8.266666666666667,1.2364824660660938,15
MrHarris,43,7.023255813953488,2.3376431391868024,43
odokorm,42,7.0,2.319687992155924,42
rugal,47,4.97872340425532,3.028161170154416,47
monsieur Max,42,8.166666666666666,1.824654783613897,42
jejam2808,25,6.72,2.8777769197767915,25
Pickouette,29,8.206896551724139,2.2495870938344957,29
Capitaine Némo,11,7.727272727272727,1.052348809344566,11
Jetjet,40,7.05,2.827985148475854,40
Thilas,36,7.888888888888889,1.629208699846131,36
ryosaeba,27,7.333333333333333,1.8856180831641265,27
lobofanboy,39,7.641025641025641,1.9146825335994324,39
Stornhill,30,7.666666666666667,2.070963275601209,30
damaki,14,6.785714285714286,2.1440472885433763,14
Monsieur Garaic,25,7.84,1.5919798993705918,25
tantha lass,36,6.944444444444445,2.3326718639130024,36
The MasK,36,6.111111111111111,2.157387537660844,36
mutation,30,8.0,2.0,30
biggles,8,8.0,2.0,8
Mr Shoggoth,27,7.777777777777778,1.4740554623801776,27
api25,25,7.4,2.6981475126464085,25
Ravachol,5,9.6,0.7999999999999999,5
Kamuishirow297,24,7.25,1.299038105676658,24
wizzy,30,7.866666666666666,2.093375795747677,30
cydream,15,6.533333333333333,2.8720878971384023,15
karpot,20,9.3,1.1445523142259597,20
Nasthyr,7,6.142857142857143,2.747912008810192,7
plasticb,15,8.0,1.932183566158592,15
Napalm,13,8.461538461538462,1.598816130063579,13
LDO91,25,6.48,3.18898102847916,25
Jarvin,9,9.0,1.247219128924647,9
dadou,9,6.444444444444445,2.629368792488718,9
Alundra,11,8.545454545454545,1.7248787237282068,11
DYce,8,6.25,2.9047375096555625,8
montrem,27,6.962962962962963,2.063464929953202,27
Guimo,14,6.571428571428571,2.3211538298959886,14
Mago 27,19,8.105263157894736,0.717799036683466,19
Groc,10,7.5,2.7294688127912363,10
spookypitt,9,7.777777777777778,1.7497795275581802,9
catas,25,7.84,1.8693314312876672,25
mirette,10,6.0,2.5298221281347035,10
Genseric,17,6.823529411764706,2.382171380154893,17
artless,14,7.0,1.647508942095828,14
El Mago,20,6.8,3.124099870362662,20
xedge,2,5.0,4.0,2
Kroenen70,7,9.428571428571429,1.3997084244475304,7
solstice,9,8.0,1.8856180831641267,9
Chrysalid,17,9.058823529411764,1.3920187724940272,17
rvguegn,17,7.9411764705882355,1.4741134218990195,17
chsic,19,8.31578947368421,1.836834564906858,19
mainnemf,1,10.0,0.0,1
croa,10,8.0,2.0,10
Epaf,6,7.5,1.707825127659933,6
LudiMaximus,4,7.5,0.8660254037844386,4
Virgile de Rais,92,7.967391304347826,2.144006240644926,92
ludodelaludo,304,6.828947368421052,1.964408025835456,304
Molmo,85,6.152941176470589,2.3788572756086617,85
francescoco,27,8.185185185185185,1.1874977438430665,27
stfrantic82,39,7.948717948717949,1.6004601573668968,39
Meyklar,38,5.421052631578948,2.710909528352824,38
ludog88,1,10.0,0.0,1
Mustang,5,9.0,0.0,5
Che,1,8.0,0.0,1
Hypnox,6,8.833333333333334,1.8633899812498247,6
Bad Taste Games,1,9.0,0.0,1
Bolodoi,5,6.0,2.683281572999748,5
Clems.M76,2,10.0,0.0,2
FranckInfo,1,10.0,0.0,1
